City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Hamilton,US,39.18,-84.53,84.0,69,40,4.81,scattered clouds
333,Salalah,OM,17.02,54.09,77.0,100,90,5.82,overcast clouds
334,Santo Antonio De Padua,BR,-21.54,-42.18,71.91,53,61,4.12,broken clouds
335,Spokane,US,47.62,-117.37,68.0,48,1,2.04,clear sky
336,Tyukhtet,RU,56.54,89.3,53.58,95,97,6.08,overcast clouds
337,Yumen,CN,40.28,97.2,71.1,23,0,8.46,clear sky
338,Olafsvik,IS,64.89,-23.71,52.39,64,33,7.58,scattered clouds
339,Prince Rupert,CA,54.32,-130.32,57.2,87,90,6.93,overcast clouds
340,Svobodnyy,RU,51.4,128.13,61.59,96,100,3.74,moderate rain
341,Colwyn Bay,GB,53.29,-3.73,64.99,79,44,8.99,light rain
342,Nansio,TZ,-2.13,33.05,77.0,57,3,9.48,clear sky
343,Yushu,CN,44.8,126.53,64.87,89,100,7.23,overcast clouds
344,Vagur,FO,61.47,-6.81,50.7,78,42,14.85,scattered clouds
345,Coihaique,CL,-45.58,-72.07,39.2,86,90,6.93,light rain
346,Perth,AU,-31.93,115.83,52.0,93,94,3.36,overcast clouds
347,Stockbridge,US,33.54,-84.23,82.4,69,40,4.7,scattered clouds
348,Rio Gallegos,AR,-51.62,-69.22,42.8,41,20,21.92,few clouds
349,Santa Vitoria Do Palmar,BR,-33.52,-53.37,62.6,55,0,10.22,clear sky
350,Najran,SA,17.49,44.13,96.8,16,100,6.93,overcast clouds
351,Cairns,AU,-16.92,145.77,55.4,87,78,5.55,broken clouds
352,Kiunga,PG,-6.12,141.29,72.0,98,100,3.31,overcast clouds
353,Acapulco,MX,16.86,-99.89,82.4,83,75,3.36,broken clouds
354,Beihai,CN,21.48,109.1,84.02,78,0,10.13,clear sky
355,Arlit,NE,18.74,7.39,101.03,24,74,8.81,broken clouds
356,Qaqortoq,GL,60.72,-46.03,55.4,62,0,9.17,clear sky
357,Kenai,US,60.55,-151.26,57.2,82,75,3.36,broken clouds
358,Algiers,DZ,36.75,3.04,86.0,70,20,18.34,few clouds
359,Portland,US,45.52,-122.68,68.0,67,20,5.82,few clouds
360,Mareeba,AU,-17.0,145.43,55.4,87,77,2.01,broken clouds
361,Yuncheng,CN,35.02,110.99,71.82,90,100,14.0,moderate rain
362,Mehamn,NO,71.04,27.85,66.2,72,63,10.29,broken clouds
363,Meleuz,RU,52.97,55.92,54.12,88,0,3.06,clear sky
364,Mumford,GH,5.26,-0.76,75.61,85,13,13.85,few clouds
365,Bonthe,SL,7.53,-12.51,80.1,79,98,12.15,light rain
366,Jacareacanga,BR,-6.22,-57.75,102.87,18,0,3.11,clear sky
367,Koumac,NC,-20.57,164.28,70.14,80,49,8.14,scattered clouds
368,Berlevag,NO,70.86,29.09,66.2,59,88,16.11,light rain
369,Eyl,SO,7.98,49.82,77.79,70,54,28.74,broken clouds
370,Pucallpa,PE,-8.38,-74.55,75.2,57,75,5.82,broken clouds
371,Dekar,BW,-21.53,21.93,66.81,35,0,6.8,clear sky
372,Ihosy,MG,-22.4,46.12,62.83,77,14,7.47,few clouds
373,Mkushi,ZM,-13.62,29.39,63.86,50,59,6.64,broken clouds
374,Kushmurun,KZ,52.45,64.63,59.92,75,11,7.29,few clouds
375,Chokurdakh,RU,70.63,147.92,32.0,98,96,8.23,overcast clouds
376,Channel-Port Aux Basques,CA,47.57,-59.14,64.81,64,0,9.46,clear sky
377,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,50,75,11.41,broken clouds
378,Quatre Cocos,MU,-20.21,57.76,72.0,73,40,16.11,scattered clouds
379,Havoysund,NO,71.0,24.66,60.8,72,40,9.17,scattered clouds
380,Kodinsk,RU,58.69,99.18,54.54,89,100,1.39,overcast clouds
381,Palmer,US,42.16,-72.33,90.0,48,20,11.41,few clouds
382,Namatanai,PG,-3.67,152.43,77.77,86,99,4.34,moderate rain
383,Seoul,KR,37.57,126.98,73.4,88,40,0.74,scattered clouds
384,Karasjok,NO,69.47,25.51,64.4,63,75,20.8,broken clouds
385,Peniche,PT,39.36,-9.38,80.01,61,12,11.01,few clouds
386,Kavaratti,IN,10.57,72.64,82.51,78,47,11.39,light rain
387,Fairbanks,US,64.84,-147.72,55.0,93,90,1.57,overcast clouds
388,Ixtapa,MX,20.7,-105.2,88.0,74,20,6.93,few clouds
389,Lasa,IT,46.62,10.7,66.99,63,75,6.93,broken clouds
390,Irece,BR,-11.3,-41.86,87.35,32,40,16.42,scattered clouds
391,Tikhvin,RU,59.65,33.53,60.01,92,98,1.99,overcast clouds
392,Vyartsilya,RU,62.18,30.69,63.64,72,19,7.52,few clouds
393,Iguape,BR,-24.71,-47.56,65.77,72,25,8.12,light rain
394,Pierre,US,44.37,-100.35,87.01,54,1,10.25,clear sky
395,Zhigansk,RU,66.77,123.37,40.48,86,10,14.07,clear sky
396,Hami,CN,42.8,93.45,82.74,20,80,6.89,broken clouds
397,Robertsport,LR,6.75,-11.37,76.71,88,91,17.72,moderate rain
398,Canutama,BR,-6.53,-64.38,100.24,22,0,0.47,clear sky
399,Bandundu,CD,-3.32,17.37,82.08,63,98,2.62,overcast clouds
400,Hope,US,33.67,-93.59,91.0,46,0,1.59,clear sky
401,Oviedo,ES,43.36,-5.84,72.0,72,41,7.0,scattered clouds
402,Port-Gentil,GA,-0.72,8.78,80.6,69,40,13.35,scattered clouds
403,Disna,BY,55.57,28.2,65.12,93,100,4.34,moderate rain
404,Fortuna Foothills,US,32.66,-114.41,102.0,41,1,9.17,clear sky
405,Waipawa,NZ,-41.41,175.52,52.0,93,97,17.22,moderate rain
406,Plettenberg Bay,ZA,-34.05,23.37,57.22,80,30,5.99,scattered clouds
407,Ahipara,NZ,-35.17,173.17,55.35,80,42,17.36,light rain
408,Urdoma,RU,61.75,48.54,60.98,85,49,3.58,scattered clouds
409,Andenes,NO,69.31,16.12,59.0,87,75,11.41,light intensity drizzle
410,Singaparna,ID,-7.35,108.11,71.22,89,88,1.36,overcast clouds
411,Mukhtolovo,RU,55.46,43.2,59.47,75,25,4.45,scattered clouds
412,Bilibino,RU,68.05,166.44,38.62,91,100,3.02,light rain
413,Kabinda,CD,-6.13,24.48,80.28,44,98,3.22,overcast clouds
414,Yeppoon,AU,-23.13,150.73,44.6,81,28,6.96,scattered clouds
415,Ostrovnoy,RU,68.05,39.51,58.28,89,100,20.09,overcast clouds
416,Wattegama,LK,6.8,81.48,78.89,75,71,6.76,broken clouds
417,Sahuaripa,MX,29.05,-109.23,86.43,53,94,3.87,overcast clouds
418,Ketchikan,US,55.34,-131.65,57.2,100,90,9.17,mist
419,Bowen,AU,-20.02,148.23,57.0,87,27,2.24,scattered clouds
420,Sisimiut,GL,66.94,-53.67,48.16,73,4,6.2,clear sky
421,Elbrus,RU,43.26,42.64,46.69,64,82,5.28,broken clouds
422,Vardo,NO,70.37,31.11,57.2,87,100,11.41,light rain
423,Beloha,MG,-25.17,45.05,67.89,81,1,9.37,clear sky
424,Calderitas,MX,18.55,-88.25,87.8,79,75,2.95,broken clouds
425,Horconcitos,PA,8.47,-81.8,82.0,87,31,2.98,moderate rain
426,Mogadishu,SO,2.04,45.34,76.75,78,100,15.17,overcast clouds
427,Sinnamary,GF,5.38,-52.95,85.78,67,3,9.64,light rain
428,Urumqi,CN,43.8,87.6,77.0,36,56,2.24,broken clouds
429,Ostersund,SE,63.18,14.64,55.4,62,96,6.93,overcast clouds
430,Marzuq,YE,14.4,46.47,85.19,41,71,8.57,broken clouds
431,Troitsko-Pechorsk,RU,62.71,56.2,52.34,85,96,0.78,overcast clouds
432,Mozarlandia,BR,-14.74,-50.57,100.0,17,0,3.94,clear sky
433,Spring Valley,US,36.11,-115.25,98.01,32,40,3.36,scattered clouds
434,Boa Vista,BR,2.82,-60.67,82.4,65,40,9.17,scattered clouds
435,Belaya Gora,RU,68.53,146.42,35.17,92,99,5.21,overcast clouds
436,Starachowice,PL,51.04,21.07,66.0,100,96,4.43,light rain
437,Sayyan,YE,15.17,44.32,68.99,53,96,3.02,light rain
438,Samdrup Jongkhar,BT,26.92,91.62,73.67,80,91,2.53,overcast clouds
439,Nemuro,JP,43.32,145.57,62.28,98,31,1.83,scattered clouds
440,Burns Lake,CA,54.23,-125.75,54.81,60,50,2.82,scattered clouds
441,Kondinskoye,RU,59.65,67.41,53.78,87,94,9.01,overcast clouds
442,Shymkent,KZ,42.3,69.6,87.8,16,46,6.71,scattered clouds
443,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,79.0,67,26,10.96,scattered clouds
444,Kalmunai,LK,7.42,81.82,81.93,74,51,14.25,light rain
445,Labuhan,ID,-6.88,112.21,78.37,77,26,7.58,scattered clouds
446,Korla,CN,41.76,86.15,84.0,55,21,1.99,few clouds
447,Coahuayana,MX,18.73,-103.68,77.0,88,75,3.2,haze
448,Naze,JP,28.37,129.48,84.2,83,75,8.05,broken clouds
449,Acarau,BR,-2.89,-40.12,86.05,54,0,21.74,clear sky
450,Brae,GB,60.4,-1.35,51.8,71,75,14.99,broken clouds
451,Lerwick,GB,60.15,-1.15,51.8,71,75,14.99,broken clouds
452,Killybegs,IE,54.63,-8.45,59.0,87,90,18.34,overcast clouds
453,Honningsvag,NO,70.98,25.97,60.8,72,40,9.17,scattered clouds
454,Dehloran,IR,32.69,47.27,91.96,14,0,10.02,clear sky
455,Belen,TR,36.49,36.22,87.8,38,0,11.41,clear sky
456,Mana,GF,5.66,-53.78,84.94,69,4,10.11,light rain
457,Caohai,CN,26.87,104.28,60.37,95,12,8.16,light rain
458,Ilhabela,BR,-23.78,-45.36,66.42,66,46,4.47,light rain
459,Baykit,RU,61.67,96.37,52.88,88,1,2.04,clear sky
460,Kinkala,CG,-4.36,14.76,80.6,65,75,5.82,broken clouds
461,Mackenzie,CA,55.3,-123.17,51.8,76,1,9.17,clear sky
462,Aleksandrovskoye,RU,44.71,43.0,64.4,59,35,6.98,scattered clouds
463,Exeter,GB,50.72,-3.53,64.99,68,97,1.99,overcast clouds
464,Bakaly,RU,55.18,53.8,57.42,78,9,2.51,clear sky
465,Ushibuka,JP,32.19,130.02,80.33,79,9,3.65,clear sky
466,Beringovskiy,RU,63.05,179.32,49.62,87,4,6.51,clear sky
467,Cabo San Lucas,MX,22.89,-109.91,91.4,41,40,4.7,scattered clouds
468,Tura,IN,25.52,90.22,74.77,94,67,4.12,light rain
469,Sobolevo,RU,54.43,31.9,64.51,83,82,8.95,broken clouds
470,Kelme,LT,55.63,22.93,64.4,88,90,9.17,overcast clouds
471,Hirado,JP,33.36,129.55,78.01,76,0,4.99,clear sky
472,Varhaug,NO,58.61,5.65,57.99,81,23,4.0,few clouds
473,Gushikawa,JP,26.35,127.87,82.4,88,90,24.16,overcast clouds
474,Kizukuri,JP,40.81,140.39,69.01,94,1,3.83,clear sky
475,Yokadouma,CM,3.52,15.05,72.59,94,94,2.39,moderate rain
476,Canoinhas,BR,-26.18,-50.39,62.13,59,13,6.87,few clouds
477,Saint-Augustin,CA,51.23,-58.65,60.78,77,97,6.11,light rain
478,Coihueco,CL,-36.62,-71.83,51.8,81,90,16.11,light rain
479,Siparia,TT,10.13,-61.5,89.6,52,20,2.91,few clouds
480,Svetlyy,RU,54.67,20.13,71.01,64,27,13.42,scattered clouds
481,Limbang,MY,4.75,115.0,75.2,94,75,6.93,light rain
482,Opuwo,NA,-18.06,13.84,69.66,24,1,1.48,clear sky
483,Quito,EC,-0.23,-78.52,68.0,42,20,5.82,few clouds
484,Hofn,IS,64.25,-15.21,55.4,71,75,6.93,broken clouds
485,Tadine,NC,-21.55,167.88,71.01,91,71,6.24,broken clouds
486,Verkh-Usugli,RU,52.7,115.17,52.59,96,100,2.73,overcast clouds
487,Lyubim,RU,58.36,40.68,63.09,86,100,5.44,overcast clouds
488,Ilo,PE,-17.64,-71.34,63.1,71,7,7.23,clear sky
489,Pathein,MM,16.78,94.73,76.77,94,100,5.48,overcast clouds
490,Vaitape,PF,-16.52,-151.75,77.29,75,2,19.62,clear sky
491,Atasu,KZ,48.68,71.64,64.76,45,93,7.54,overcast clouds
492,Savannah Bight,HN,16.45,-85.85,82.81,78,48,6.76,scattered clouds
493,Stokmarknes,NO,68.56,14.91,55.4,93,75,9.17,shower rain
494,Lazarev,RU,52.23,141.51,54.23,77,11,5.84,few clouds
495,Martapura,ID,-3.42,114.85,77.0,83,22,4.7,few clouds
496,Vao,NC,-22.67,167.48,70.23,81,100,9.04,overcast clouds
497,Kinsale,IE,51.71,-8.53,64.99,67,75,14.99,broken clouds
498,Along,IN,28.17,94.77,74.19,88,92,1.16,light rain
499,Makakilo City,US,21.35,-158.09,80.6,83,20,3.36,few clouds
500,Tautira,PF,-17.73,-149.15,69.8,77,20,2.24,few clouds
501,Yeniseysk,RU,58.45,92.17,53.69,85,93,3.94,overcast clouds
502,Paamiut,GL,61.99,-49.67,42.58,88,5,4.18,clear sky
503,Vilhena,BR,-12.74,-60.15,86.0,37,0,5.82,clear sky
504,Albemarle,US,35.35,-80.2,84.0,69,40,6.93,scattered clouds
505,Chokwe,MZ,-24.53,32.98,73.2,30,0,6.29,clear sky
506,Lorengau,PG,-2.02,147.27,78.15,84,100,8.48,moderate rain
507,Waddan,LY,29.16,16.14,92.48,21,0,8.79,clear sky
508,Ondjiva,AO,-17.07,15.73,87.8,20,7,4.7,clear sky
509,Tabou,CI,4.42,-7.35,77.61,78,78,11.5,broken clouds
510,Anito,PH,12.45,125.29,78.4,86,77,3.8,broken clouds
511,Merauke,ID,-8.47,140.33,73.83,85,2,14.54,clear sky
512,Upington,ZA,-28.45,21.26,77.0,27,0,5.82,clear sky
513,Tukrah,LY,32.53,20.58,79.83,72,0,10.4,clear sky
514,Ouro Preto Do Oeste,BR,-10.75,-62.22,102.42,19,0,2.19,clear sky
515,Dudinka,RU,69.41,86.18,57.2,93,100,6.71,light rain
516,Golden,US,39.76,-105.22,84.0,15,5,6.93,smoke
517,Chapais,CA,49.78,-74.85,66.2,63,75,5.82,broken clouds
518,Haines Junction,CA,60.75,-137.51,53.26,72,91,2.51,overcast clouds
519,Ambilobe,MG,-13.2,49.05,69.49,77,34,2.55,scattered clouds
520,Kandrian,PG,-6.22,149.55,77.11,83,100,11.56,moderate rain
521,Moa,CU,20.66,-74.94,84.36,70,100,20.09,light rain
522,Camacha,PT,33.08,-16.33,77.0,69,20,13.87,few clouds
523,Cedar City,US,37.68,-113.06,78.8,27,1,3.36,clear sky
524,Ramnagar,IN,29.4,79.12,76.89,82,40,4.5,scattered clouds
525,Pozo Colorado,PY,-23.49,-58.8,63.68,63,99,6.55,overcast clouds
526,Abha,SA,18.22,42.51,77.0,69,20,9.17,few clouds
527,Berezovyy,RU,51.67,135.7,56.23,77,100,1.83,overcast clouds
528,Singaraja,ID,-8.11,115.09,77.18,73,15,4.27,few clouds
529,Show Low,US,34.25,-110.03,81.0,34,1,5.82,clear sky
530,Matara,LK,5.95,80.54,78.82,87,12,5.68,few clouds
531,Garachine,PA,8.06,-78.36,82.98,75,49,1.97,moderate rain
532,Les Cayes,HT,18.2,-73.75,80.69,80,100,23.49,moderate rain
533,Riyadh,SA,24.69,46.72,109.4,10,40,6.93,scattered clouds
534,Amapa,BR,1.0,-52.0,96.04,35,13,4.9,few clouds
535,Nantong,CN,32.03,120.87,84.0,76,0,9.17,clear sky
536,Tupiza,BO,-21.45,-65.72,70.54,17,0,30.2,clear sky
537,High Rock,BS,26.62,-78.28,89.6,75,75,17.22,broken clouds
538,Erenhot,CN,43.65,111.98,66.79,59,47,10.04,scattered clouds
539,Terrace,CA,54.52,-128.6,53.6,93,90,2.24,overcast clouds
540,Jiexiu,CN,37.02,111.91,70.12,81,100,5.86,moderate rain
541,Fare,PF,-16.7,-151.02,76.91,77,0,19.86,clear sky
542,Moron,AR,-34.65,-58.62,64.4,45,0,11.41,clear sky
543,Mayor Pablo Lagerenza,PY,-19.93,-60.77,77.2,37,3,9.13,clear sky
544,Fort Nelson,CA,58.81,-122.7,53.6,93,90,2.24,mist
545,Shingu,JP,33.73,135.98,75.38,89,100,3.62,overcast clouds
546,Goderich,CA,43.75,-81.72,84.99,57,22,1.01,few clouds
547,Ajdabiya,LY,30.76,20.23,80.91,64,0,20.4,clear sky
548,Lyuban,BY,52.8,28.0,65.39,96,100,8.55,moderate rain
549,Torrington,US,41.8,-73.12,90.0,60,42,3.0,scattered clouds
550,Nortelandia,BR,-14.45,-56.8,100.96,19,0,1.68,clear sky
551,Sao Francisco De Assis,BR,-29.55,-55.13,69.22,48,0,10.09,clear sky
552,Falam,MM,22.92,93.68,61.88,100,93,3.47,overcast clouds
553,Takahama,JP,34.92,136.98,80.01,88,40,3.36,scattered clouds
554,Mastung,PK,29.8,66.84,82.69,38,54,3.13,broken clouds
555,Huarmey,PE,-10.07,-78.15,66.9,63,42,8.5,scattered clouds
556,Allapalli,IN,19.42,80.07,77.25,92,100,2.19,light rain
557,Tawau,MY,4.25,117.89,77.0,94,20,2.24,few clouds
558,Biltine,TD,14.53,20.92,86.05,60,79,7.61,broken clouds
559,Maine-Soroa,NE,13.21,12.02,84.45,59,100,13.42,overcast clouds
560,Yenagoa,NG,4.92,6.26,78.17,80,100,6.67,overcast clouds
561,San Carlos De Bariloche,AR,-41.15,-71.31,50.0,66,75,23.04,broken clouds
562,Jizan,SA,17.33,42.67,93.2,67,20,9.17,few clouds
563,Norfolk,US,42.17,-71.25,90.0,62,1,4.7,clear sky
564,Cayenne,GF,4.93,-52.33,77.0,88,2,9.17,thunderstorm with rain
565,Damghan,IR,36.17,54.35,72.72,50,0,9.31,clear sky
566,Lichuan,CN,30.3,108.85,66.27,97,25,2.66,scattered clouds
567,Lakes Entrance,AU,-37.88,147.98,46.0,81,95,1.01,overcast clouds
568,Cervo,ES,43.67,-7.41,70.0,12,21,7.23,few clouds
569,Tanabe,JP,33.73,135.37,81.0,85,90,1.57,light rain
570,Amuntai,ID,-2.42,115.25,74.84,80,0,1.34,clear sky
571,Jimma,ET,7.67,36.83,61.81,87,98,2.24,moderate rain
572,Kharan,PK,28.58,65.42,93.24,34,44,12.12,scattered clouds
573,Paragominas,BR,-2.97,-47.48,93.76,39,50,4.76,scattered clouds
574,Yandyki,RU,45.77,47.13,69.4,40,36,7.58,scattered clouds
575,Neryungri,RU,56.67,124.65,42.87,79,73,0.92,broken clouds
576,Palana,RU,59.12,159.97,44.08,89,92,4.61,overcast clouds
577,Ust-Kut,RU,56.79,105.77,55.94,80,56,2.42,broken clouds
578,Gweta,BW,-20.18,25.23,70.09,31,0,9.75,clear sky
579,Lebedinyy,RU,58.52,125.52,37.29,79,9,1.68,clear sky
580,Etaples,FR,50.52,1.63,64.4,72,32,14.99,scattered clouds
581,Mount Gambier,AU,-37.83,140.77,39.2,93,90,4.7,overcast clouds
582,Dumka,IN,24.27,87.25,82.85,80,62,2.89,broken clouds
583,Thessalon,CA,46.25,-83.57,69.8,88,90,6.93,overcast clouds
584,Tual,ID,-5.67,132.75,78.46,80,67,18.54,broken clouds
585,Bubaque,GW,11.28,-15.83,80.76,79,100,12.33,overcast clouds
586,Petropavlovka,RU,50.61,105.32,53.82,80,96,5.06,overcast clouds
587,Conceicao Da Barra,BR,-18.59,-39.73,66.67,83,100,10.18,light rain
588,Walvis Bay,NA,-22.96,14.51,80.6,21,0,11.41,clear sky
589,Daru,PG,-9.08,143.21,76.32,75,61,13.91,broken clouds
590,Port Macquarie,AU,-31.43,152.92,50.0,53,0,1.01,clear sky
591,Bjornevatn,NO,69.67,29.98,64.4,77,40,13.87,scattered clouds
592,Sorland,NO,67.67,12.69,51.8,81,75,19.46,light intensity shower rain
593,San Andres,CO,12.58,-81.7,84.2,79,40,3.36,scattered clouds
594,Kruisfontein,ZA,-34.0,24.73,59.0,80,19,3.0,few clouds
595,Toro,CO,4.61,-76.08,77.0,78,40,6.93,scattered clouds
596,Kamloops,CA,50.67,-120.32,59.0,58,75,3.36,broken clouds
597,Canals,ES,38.96,-0.58,87.01,62,54,1.01,broken clouds
598,Celestun,MX,20.87,-90.4,87.15,63,10,7.34,clear sky
599,Imeni Poliny Osipenko,RU,52.42,136.49,54.61,75,100,2.77,overcast clouds
600,Tramore,IE,52.16,-7.15,66.0,82,75,12.75,broken clouds
601,Windhoek,NA,-22.56,17.08,77.0,14,0,3.36,clear sky
602,Raga,SS,8.46,25.68,72.72,94,96,5.86,moderate rain
603,Magaria,NE,13.0,8.91,86.92,53,99,8.5,overcast clouds
604,Valparaiso,CL,-33.04,-71.63,57.2,62,87,23.04,overcast clouds
605,Egvekinot,RU,66.32,-179.17,46.2,96,99,3.71,light rain
606,Naisud,PH,11.81,122.19,78.91,84,99,4.32,overcast clouds
607,Farafangana,MG,-22.82,47.83,68.88,84,0,9.17,clear sky
608,Siniscola,IT,40.57,9.69,84.2,30,0,26.4,clear sky
609,Shanghai,CN,31.22,121.46,84.2,74,0,6.71,clear sky
610,Christchurch,NZ,-43.53,172.63,52.0,100,100,6.93,mist
611,Jawa,JO,31.85,35.94,86.0,51,0,4.7,clear sky
612,Pangnirtung,CA,66.15,-65.71,42.8,93,90,10.29,mist
613,Reforma,MX,18.1,-91.02,85.62,79,89,6.17,moderate rain
614,Voyvozh,RU,62.89,54.96,52.92,86,21,1.88,few clouds
615,Grandview,US,38.89,-94.53,89.01,51,1,10.29,clear sky
616,Iranshahr,IR,27.2,60.68,96.8,39,40,18.34,scattered clouds
617,Imphal,IN,24.82,93.95,70.79,92,26,1.59,scattered clouds
618,Mokhotlong,LS,-29.29,29.07,49.57,40,0,5.93,clear sky
619,Evensk,RU,61.95,159.23,42.55,65,97,8.59,overcast clouds
620,Jackson,US,42.42,-122.83,69.01,66,0,2.44,clear sky
621,Russell,US,32.35,-85.2,86.0,62,20,5.08,few clouds
622,Desnogorsk,RU,54.15,33.28,62.06,84,49,6.38,scattered clouds
623,Pacifica,US,37.61,-122.49,70.0,72,75,6.93,haze
624,Monroe,US,43.15,-77.68,88.0,48,20,8.05,few clouds
625,General Roca,AR,-39.03,-67.58,60.8,38,45,2.24,scattered clouds
626,Listvyanskiy,RU,54.44,83.5,54.03,91,86,6.55,light rain
627,Sicuani,PE,-14.27,-71.23,63.28,28,0,8.03,clear sky
628,Mormugao,IN,15.4,73.8,79.5,88,73,11.7,moderate rain
629,Nacogdoches,US,31.6,-94.63,93.0,62,90,4.7,overcast clouds
630,Alofi,NU,-19.06,-169.92,73.4,88,72,8.05,broken clouds
631,Tromso,NO,69.65,18.96,57.2,87,75,3.36,broken clouds
632,Partapur,IN,23.6,74.17,77.0,93,100,11.86,light rain
633,Urucara,BR,-2.54,-57.76,101.7,23,1,2.86,clear sky
634,Kirakira,SB,-10.45,161.92,79.52,82,92,7.7,light rain
635,Iskateley,RU,67.68,53.15,58.32,82,17,10.25,few clouds
636,Kudahuvadhoo,MV,2.67,72.89,84.78,65,91,3.89,overcast clouds
637,Padang,ID,-0.95,100.35,79.5,71,95,4.05,overcast clouds
638,Kargasok,RU,59.06,80.86,50.58,90,35,5.93,scattered clouds
639,Trapani,IT,37.83,12.67,86.0,74,0,12.75,clear sky
640,Marquette,US,46.53,-87.63,75.99,85,20,3.67,few clouds
641,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,100,75,2.24,light intensity shower rain
642,Kamaishi,JP,39.27,141.88,72.27,81,98,3.0,overcast clouds
643,Jimani,DO,18.49,-71.85,77.0,88,90,23.04,light rain
644,Barbastro,ES,42.04,0.13,86.0,20,16,13.87,few clouds
645,Kabo,CF,7.7,18.63,74.35,90,99,2.21,light rain
646,Tenenkou,ML,14.46,-4.92,88.0,51,93,9.4,overcast clouds
647,Nanakuli,US,21.39,-158.15,80.01,83,20,3.36,few clouds
648,Ternate,ID,0.8,127.4,80.04,83,24,3.65,few clouds
649,Bogorodskoye,RU,56.55,37.88,62.24,77,92,7.36,overcast clouds
650,Kota Belud,MY,6.35,116.43,75.2,100,20,2.24,few clouds
651,Asau,RO,46.43,26.4,73.0,75,10,2.91,clear sky
652,San Vicente,AR,-26.62,-54.13,66.52,50,0,5.95,clear sky
653,Santo Antonio Do Ica,BR,-3.1,-67.94,90.28,39,0,2.57,clear sky
654,Aleksandrovskiy Zavod,RU,50.92,117.94,52.16,93,54,2.19,broken clouds
655,Jipijapa,EC,-1.33,-80.58,73.4,83,90,9.17,overcast clouds
656,Soria,ES,41.67,-2.67,75.0,40,52,8.99,broken clouds
657,Poopo,BO,-18.37,-66.97,56.16,32,0,8.75,clear sky
658,Luganville,VU,-15.53,167.17,78.13,86,68,5.03,broken clouds
659,Lyaskelya,RU,61.77,31.02,63.81,73,84,11.01,broken clouds
660,Birjand,IR,32.87,59.22,84.2,30,40,4.7,scattered clouds
661,Kyabe,TD,9.45,18.94,75.97,92,73,3.58,broken clouds
662,Ordzhonikidze,KZ,52.44,61.74,56.1,81,0,6.31,clear sky
663,Rawson,AR,-43.3,-65.1,63.97,29,75,8.12,broken clouds
