City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
340,Svobodnyy,RU,61.59,moderate rain,51.4,128.13,Alekseevskij Hotel
341,Colwyn Bay,GB,64.99,light rain,53.29,-3.73,Premier Inn Llandudno (Glan-Conwy) hotel
342,Nansio,TZ,77.0,clear sky,-2.13,33.05,Monarch Beach Hotel
343,Yushu,CN,64.87,overcast clouds,44.8,126.53,Honorable Institute
344,Vagur,FO,50.7,scattered clouds,61.47,-6.81,Vestmanna Hostel
346,Perth,AU,52.0,overcast clouds,-31.93,115.83,Parmelia Hilton Perth
347,Stockbridge,US,82.4,scattered clouds,33.54,-84.23,La Quinta Inn & Suites by Wyndham Atlanta Stockbridge
349,Santa Vitoria Do Palmar,BR,62.6,clear sky,-33.52,-53.37,Hostel Comodoro
351,Cairns,AU,55.4,broken clouds,-16.92,145.77,Mantra Trilogy Cairns
352,Kiunga,PG,72.0,overcast clouds,-6.12,141.29,Airport Lodge Kiunga
353,Acapulco,MX,82.4,broken clouds,16.86,-99.89,HS Hotsson Smart Acapulco
354,Beihai,CN,84.02,clear sky,21.48,109.1,21 Degree Hostel
356,Qaqortoq,GL,55.4,clear sky,60.72,-46.03,Hotel Qaqortoq
357,Kenai,US,57.2,broken clouds,60.55,-151.26,Aspen Extended Stay Suites
358,Algiers,DZ,86.0,few clouds,36.75,3.04,Sofitel Algiers Hamma Garden
359,Portland,US,68.0,few clouds,45.52,-122.68,Portland Marriott City Center
360,Mareeba,AU,55.4,broken clouds,-17.0,145.43,Trinity Plains Tourist Park
361,Yuncheng,CN,71.82,moderate rain,35.02,110.99,晋州快捷酒店
362,Mehamn,NO,66.2,broken clouds,71.04,27.85,Mehamn Arctic Hotel AS
363,Meleuz,RU,54.12,clear sky,52.97,55.92,Hotel Prestizh
364,Mumford,GH,75.61,few clouds,5.26,-0.76,Spanish Villa
365,Bonthe,SL,80.1,light rain,7.53,-12.51,Bonthe Holiday Village
367,Koumac,NC,70.14,scattered clouds,-20.57,164.28,Le Monitel
368,Berlevag,NO,66.2,light rain,70.86,29.09,Kvitbrakka
369,Eyl,SO,77.79,broken clouds,7.98,49.82,Amiin Hotel
370,Pucallpa,PE,75.2,broken clouds,-8.38,-74.55,Hotel Sol de Oriente - Pucallpa
371,Dekar,BW,66.81,clear sky,-21.53,21.93,
372,Ihosy,MG,62.83,few clouds,-22.4,46.12,Hotely Sariaka
373,Mkushi,ZM,63.86,broken clouds,-13.62,29.39,Divine Lodge Mkushi
374,Kushmurun,KZ,59.92,few clouds,52.45,64.63,Gostinitsa Pri Depo
376,Channel-Port Aux Basques,CA,64.81,clear sky,47.57,-59.14,St. Christopher's Hotel
377,Sao Joao Da Barra,BR,75.2,broken clouds,-21.64,-41.05,Pousada Porto De Canoas
378,Quatre Cocos,MU,72.0,scattered clouds,-20.21,57.76,Veranda Palmar Beach Hotel
379,Havoysund,NO,60.8,scattered clouds,71.0,24.66,Arctic View Glamping & Restaurant
380,Kodinsk,RU,54.54,overcast clouds,58.69,99.18,
381,Palmer,US,90.0,few clouds,42.16,-72.33,Wedgewood Motel
382,Namatanai,PG,77.77,moderate rain,-3.67,152.43,Namatanai Hotel
383,Seoul,KR,73.4,scattered clouds,37.57,126.98,LOTTE HOTEL SEOUL
384,Karasjok,NO,64.4,broken clouds,69.47,25.51,Karasjok camping AS
385,Peniche,PT,80.01,few clouds,39.36,-9.38,Hotel Star inn Peniche
386,Kavaratti,IN,82.51,light rain,10.57,72.64,Bismillah Hotel And Lodging
387,Fairbanks,US,55.0,overcast clouds,64.84,-147.72,Westmark Fairbanks Hotel & Conference Center
388,Ixtapa,MX,88.0,few clouds,20.7,-105.2,Container Inn Puerto Vallarta
389,Lasa,IT,66.99,broken clouds,46.62,10.7,Pension Feldgärtenhof
390,Irece,BR,87.35,scattered clouds,-11.3,-41.86,RADAR INN HOTEL
391,Tikhvin,RU,60.01,overcast clouds,59.65,33.53,"Gostinitsa ""Staryy Dom"""
392,Vyartsilya,RU,63.64,few clouds,62.18,30.69,Hotelli Joki
393,Iguape,BR,65.77,light rain,-24.71,-47.56,Hotel Pousada Nossa Senhora do Carmo
394,Pierre,US,87.01,clear sky,44.37,-100.35,Ramkota Hotel
396,Hami,CN,82.74,broken clouds,42.8,93.45,Laoyutang Resort
397,Robertsport,LR,76.71,moderate rain,6.75,-11.37,Kwepunha Retreat
399,Bandundu,CD,82.08,overcast clouds,-3.32,17.37,Coja Color
401,Oviedo,ES,72.0,scattered clouds,43.36,-5.84,Hotel Santa Clara
402,Port-Gentil,GA,80.6,scattered clouds,-0.72,8.78,Fengshui Residence
403,Disna,BY,65.12,moderate rain,55.57,28.2,
405,Waipawa,NZ,52.0,moderate rain,-41.41,175.52,Tora Coastal Walk
406,Plettenberg Bay,ZA,57.22,scattered clouds,-34.05,23.37,Thanda Vista B&B
407,Ahipara,NZ,55.35,light rain,-35.17,173.17,Ahipara Holiday Park
408,Urdoma,RU,60.98,scattered clouds,61.75,48.54,Vikonda
409,Andenes,NO,59.0,light intensity drizzle,69.31,16.12,Hotell Marena
410,Singaparna,ID,71.22,overcast clouds,-7.35,108.11,"H. maman Sukirman ""Koran"""
411,Mukhtolovo,RU,59.47,scattered clouds,55.46,43.2,
413,Kabinda,CD,80.28,overcast clouds,-6.13,24.48,Village Mianda Mutole
415,Ostrovnoy,RU,58.28,overcast clouds,68.05,39.51,
416,Wattegama,LK,78.89,broken clouds,6.8,81.48,
417,Sahuaripa,MX,86.43,overcast clouds,29.05,-109.23,Estatua de Sahuaripa
418,Ketchikan,US,57.2,mist,55.34,-131.65,Snows Cove Lodge
419,Bowen,AU,57.0,scattered clouds,-20.02,148.23,Castle Motor Lodge Motel
422,Vardo,NO,57.2,light rain,70.37,31.11,Vardø Hotel AS
423,Beloha,MG,67.89,clear sky,-25.17,45.05,
424,Calderitas,MX,87.8,broken clouds,18.55,-88.25,Hotel Hacienda Campestre
425,Horconcitos,PA,82.0,moderate rain,8.47,-81.8,KAFETE S.A
426,Mogadishu,SO,76.75,overcast clouds,2.04,45.34,Hotel Juba
427,Sinnamary,GF,85.78,light rain,5.38,-52.95,ALETHEIA Appartement Sinnamary
428,Urumqi,CN,77.0,broken clouds,43.8,87.6,Hua Ling Grand Hotel Urumqi
429,Ostersund,SE,55.4,overcast clouds,63.18,14.64,Best Western Hotel Gamla Teatern
430,Marzuq,YE,85.19,broken clouds,14.4,46.47,
431,Troitsko-Pechorsk,RU,52.34,overcast clouds,62.71,56.2,Pechora Gostinitsa
434,Boa Vista,BR,82.4,scattered clouds,2.82,-60.67,Aipana Plaza Hotel
436,Starachowice,PL,66.0,light rain,51.04,21.07,"Hotel Senator, Konferencje&SPA"
437,Sayyan,YE,68.99,light rain,15.17,44.32,الاستاذة مروى اليوسفي
438,Samdrup Jongkhar,BT,73.67,overcast clouds,26.92,91.62,
439,Nemuro,JP,62.28,scattered clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
440,Burns Lake,CA,54.81,scattered clouds,54.23,-125.75,Burns Lake Bed and Breakfast
441,Kondinskoye,RU,53.78,overcast clouds,59.65,67.41,
442,Shymkent,KZ,87.8,scattered clouds,42.3,69.6,Orbita Boutique Hotel
443,Sao Jose Da Coroa Grande,BR,79.0,scattered clouds,-8.9,-35.15,Crôa Mares Hotel
444,Kalmunai,LK,81.93,light rain,7.42,81.82,VS Villa
445,Labuhan,ID,78.37,scattered clouds,-6.88,112.21,bador sepret
446,Korla,CN,84.0,few clouds,41.76,86.15,Gulisitan Hotel
447,Coahuayana,MX,77.0,haze,18.73,-103.68,Hotel Los Arcos
448,Naze,JP,84.2,broken clouds,28.37,129.48,奄美ポートタワーホテル
449,Acarau,BR,86.05,clear sky,-2.89,-40.12,castelo pizzaria
450,Brae,GB,51.8,broken clouds,60.4,-1.35,Busta House Hotel
451,Lerwick,GB,51.8,broken clouds,60.15,-1.15,The Lerwick Hotel
452,Killybegs,IE,59.0,overcast clouds,54.63,-8.45,Tara Hotel
453,Honningsvag,NO,60.8,scattered clouds,70.98,25.97,Nordkapp Vandrerhjem
455,Belen,TR,87.8,clear sky,36.49,36.22,Varlıbaş Uyku Sarayı
456,Mana,GF,84.94,light rain,5.66,-53.78,LE SAMANA
457,Caohai,CN,60.37,light rain,26.87,104.28,Jinhua Hotel
458,Ilhabela,BR,66.42,light rain,-23.78,-45.36,Ilha Flat Hotel
459,Baykit,RU,52.88,clear sky,61.67,96.37,Gostinitsa
460,Kinkala,CG,80.6,broken clouds,-4.36,14.76,Hotel la Vernande
461,Mackenzie,CA,51.8,clear sky,55.3,-123.17,Hilton Shop
462,Aleksandrovskoye,RU,64.4,scattered clouds,44.71,43.0,Mini hotel Tranzit
463,Exeter,GB,64.99,overcast clouds,50.72,-3.53,Premier Inn Exeter (Countess Wear) hotel
464,Bakaly,RU,57.42,clear sky,55.18,53.8,
465,Ushibuka,JP,80.33,clear sky,32.19,130.02,Hotei
468,Tura,IN,74.77,light rain,25.52,90.22,Hotel RIKMAN Continental
469,Sobolevo,RU,64.51,broken clouds,54.43,31.9,
470,Kelme,LT,64.4,overcast clouds,55.63,22.93,Gyvenamųjų patalpų nuoma
471,Hirado,JP,78.01,clear sky,33.36,129.55,Samson Hotel
472,Varhaug,NO,57.99,few clouds,58.61,5.65,Dancenter Gurihuset
473,Gushikawa,JP,82.4,overcast clouds,26.35,127.87,Kirari Guest House
474,Kizukuri,JP,69.01,clear sky,40.81,140.39,Hotel Sunroute Patio Goshogawara
475,Yokadouma,CM,72.59,moderate rain,3.52,15.05,Hôtel De Ville De Yokadouma
476,Canoinhas,BR,62.13,few clouds,-26.18,-50.39,Santa Catarina Plaza Hotel
477,Saint-Augustin,CA,60.78,light rain,51.23,-58.65,
478,Coihueco,CL,51.8,light rain,-36.62,-71.83,Frutillares Coihueco
479,Siparia,TT,89.6,few clouds,10.13,-61.5,Brook Gardens
480,Svetlyy,RU,71.01,scattered clouds,54.67,20.13,"Gostinitsa-Kafe, Alena"
481,Limbang,MY,75.2,light rain,4.75,115.0,Purnama Hotel
483,Quito,EC,68.0,few clouds,-0.23,-78.52,Hotel Boutique Plaza Sucre
484,Hofn,IS,55.4,broken clouds,64.25,-15.21,Hótel Höfn
485,Tadine,NC,71.01,broken clouds,-21.55,167.88,
486,Verkh-Usugli,RU,52.59,overcast clouds,52.7,115.17,"Gostinitsa ""Sever"""
487,Lyubim,RU,63.09,overcast clouds,58.36,40.68,
488,Ilo,PE,63.1,clear sky,-17.64,-71.34,Torreblanca Hotel
489,Pathein,MM,76.77,overcast clouds,16.78,94.73,Pathein Hotel
490,Vaitape,PF,77.29,clear sky,-16.52,-151.75,Conrad Bora Bora Nui
491,Atasu,KZ,64.76,overcast clouds,48.68,71.64,Dostyk
492,Savannah Bight,HN,82.81,scattered clouds,16.45,-85.85,Villa on Dunbar Rock
493,Stokmarknes,NO,55.4,shower rain,68.56,14.91,Vesterålen Kysthotell
494,Lazarev,RU,54.23,few clouds,52.23,141.51,
495,Martapura,ID,77.0,few clouds,-3.42,114.85,Montana Hotel Syariah
496,Vao,NC,70.23,overcast clouds,-22.67,167.48,Hotel Kou-Bugny
497,Kinsale,IE,64.99,broken clouds,51.71,-8.53,Actons Hotel Kinsale
498,Along,IN,74.19,light rain,28.17,94.77,Hotel West
499,Makakilo City,US,80.6,few clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
500,Tautira,PF,69.8,few clouds,-17.73,-149.15,Pension Oaoa
501,Yeniseysk,RU,53.69,overcast clouds,58.45,92.17,"""Domino"""
503,Vilhena,BR,86.0,clear sky,-12.74,-60.15,Hotel Mirage
504,Albemarle,US,84.0,scattered clouds,35.35,-80.2,Holiday Inn Express & Suites Albemarle
505,Chokwe,MZ,73.2,clear sky,-24.53,32.98,Complexo Sonho Real
506,Lorengau,PG,78.15,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
508,Ondjiva,AO,87.8,clear sky,-17.07,15.73,SOS Motel
509,Tabou,CI,77.61,broken clouds,4.42,-7.35,hotêl doufoulougou
510,Anito,PH,78.4,broken clouds,12.45,125.29,The Yellow House
511,Merauke,ID,73.83,clear sky,-8.47,140.33,
512,Upington,ZA,77.0,clear sky,-28.45,21.26,River Place Manor
513,Tukrah,LY,79.83,clear sky,32.53,20.58,استراحة لاقروتا
515,Dudinka,RU,57.2,light rain,69.41,86.18,Hotel Viktoria
516,Golden,US,84.0,smoke,39.76,-105.22,"The Golden Hotel, Ascend Hotel Collection"
517,Chapais,CA,66.2,broken clouds,49.78,-74.85,Hôtel Opémiska
518,Haines Junction,CA,53.26,overcast clouds,60.75,-137.51,Parkside Inn
519,Ambilobe,MG,69.49,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
520,Kandrian,PG,77.11,moderate rain,-6.22,149.55,Kandrian Station
521,Moa,CU,84.36,light rain,20.66,-74.94,Renta en Divisa
522,Camacha,PT,77.0,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
523,Cedar City,US,78.8,clear sky,37.68,-113.06,Hampton Inn Cedar City
524,Ramnagar,IN,76.89,scattered clouds,29.4,79.12,"Samsara The Resort & Club, Corbett"
525,Pozo Colorado,PY,63.68,overcast clouds,-23.49,-58.8,Hospedaje la Amistad
526,Abha,SA,77.0,few clouds,18.22,42.51,Abha Hotel
527,Berezovyy,RU,56.23,overcast clouds,51.67,135.7,"Hotel ""Phoenix"""
528,Singaraja,ID,77.18,few clouds,-8.11,115.09,Puri Bagus Lovina Resort
529,Show Low,US,81.0,clear sky,34.25,-110.03,Hampton Inn & Suites Show Low-Pinetop
530,Matara,LK,78.82,few clouds,5.95,80.54,Amaloh Boutique Resort
531,Garachine,PA,82.98,moderate rain,8.06,-78.36,
532,Les Cayes,HT,80.69,moderate rain,18.2,-73.75,Villa Orphee
535,Nantong,CN,84.0,clear sky,32.03,120.87,Overseas Chinese Hotel Nantong
536,Tupiza,BO,70.54,clear sky,-21.45,-65.72,La Torre Hotel
537,High Rock,BS,89.6,broken clouds,26.62,-78.28,Ocean Pearl Bonefishing Resort
538,Erenhot,CN,66.79,scattered clouds,43.65,111.98,Erenhot Rurouni Youth Hostel
539,Terrace,CA,53.6,overcast clouds,54.52,-128.6,Northern Motor Inn
540,Jiexiu,CN,70.12,moderate rain,37.02,111.91,IU Hotel Jinzhong Yuhua Road
541,Fare,PF,76.91,clear sky,-16.7,-151.02,Maitai Lapita Village Huahine
542,Moron,AR,64.4,clear sky,-34.65,-58.62,Hotel Morón
543,Mayor Pablo Lagerenza,PY,77.2,clear sky,-19.93,-60.77,
544,Fort Nelson,CA,53.6,mist,58.81,-122.7,The Fort Nelson Hotel
545,Shingu,JP,75.38,overcast clouds,33.73,135.98,Shingu UI Hotel
546,Goderich,CA,84.99,few clouds,43.75,-81.72,Harmony Inn
547,Ajdabiya,LY,80.91,clear sky,30.76,20.23,فندق التوجان
548,Lyuban,BY,65.39,moderate rain,52.8,28.0,
549,Torrington,US,90.0,scattered clouds,41.8,-73.12,The Yankee Pedlar Inn
551,Sao Francisco De Assis,BR,69.22,clear sky,-29.55,-55.13,Hotel Aguiar
552,Falam,MM,61.88,overcast clouds,22.92,93.68,Falang Government Guesthouse
553,Takahama,JP,80.01,scattered clouds,34.92,136.98,Tsuruya
554,Mastung,PK,82.69,broken clouds,29.8,66.84,Syed House
555,Huarmey,PE,66.9,scattered clouds,-10.07,-78.15,Hotel Miramar
556,Allapalli,IN,77.25,light rain,19.42,80.07,Hotel IK Residency
557,Tawau,MY,77.0,few clouds,4.25,117.89,Shervinton Executive Boutique Hotel
558,Biltine,TD,86.05,broken clouds,14.53,20.92,Hôtel Trois Étoiles de Biltine
559,Maine-Soroa,NE,84.45,overcast clouds,13.21,12.02,
560,Yenagoa,NG,78.17,overcast clouds,4.92,6.26,Amba Hotels Limited
561,San Carlos De Bariloche,AR,50.0,broken clouds,-41.15,-71.31,Hotel Patagonia
563,Norfolk,US,90.0,clear sky,42.17,-71.25,Residence Inn by Marriott Boston Norwood/Canton
564,Cayenne,GF,77.0,thunderstorm with rain,4.93,-52.33,Hôtel Le Dronmi
565,Damghan,IR,72.72,clear sky,36.17,54.35,خوابگاه اساتيد دانشگاه دامغان
566,Lichuan,CN,66.27,scattered clouds,30.3,108.85,Yicheng Hotel
568,Cervo,ES,70.0,few clouds,43.67,-7.41,Hotel Spa Galatea
569,Tanabe,JP,81.0,light rain,33.73,135.37,美吉屋旅館
570,Amuntai,ID,74.84,clear sky,-2.42,115.25,Hotel Balqis
571,Jimma,ET,61.81,moderate rain,7.67,36.83,Jimma Central Hotel
574,Yandyki,RU,69.4,scattered clouds,45.77,47.13,
577,Ust-Kut,RU,55.94,broken clouds,56.79,105.77,Otel Flagman
578,Gweta,BW,70.09,clear sky,-20.18,25.23,Gweta Lodge
580,Etaples,FR,64.4,scattered clouds,50.52,1.63,Hôtel Jules
582,Dumka,IN,82.85,broken clouds,24.27,87.25,"Hotel Shashwat , Sri Shyam Plaza ,Dumka"
583,Thessalon,CA,69.8,overcast clouds,46.25,-83.57,Carolyn Beach Inn & Restaurant
584,Tual,ID,78.46,broken clouds,-5.67,132.75,Grand Vilia Hotel
585,Bubaque,GW,80.76,overcast clouds,11.28,-15.83,Casa Dora
586,Petropavlovka,RU,53.82,overcast clouds,50.61,105.32,Tuyaa
587,Conceicao Da Barra,BR,66.67,light rain,-18.59,-39.73,Cricaré Praia Hotel
589,Daru,PG,76.32,broken clouds,-9.08,143.21,New century hotel
590,Port Macquarie,AU,50.0,clear sky,-31.43,152.92,Rydges Port Macquarie
591,Bjornevatn,NO,64.4,scattered clouds,69.67,29.98,Snowhotel Kirkenes | Gamme Northern Lights Cabins
592,Sorland,NO,51.8,light intensity shower rain,67.67,12.69,Sjybrygga fiskecamp
593,San Andres,CO,84.2,scattered clouds,12.58,-81.7,Hotel Arena Blanca
594,Kruisfontein,ZA,59.0,few clouds,-34.0,24.73,Oyster Bay House Rental
595,Toro,CO,77.0,scattered clouds,4.61,-76.08,Finca La Maria Toro Valle del Cauca
596,Kamloops,CA,59.0,broken clouds,50.67,-120.32,Ramada by Wyndham Kamloops
597,Canals,ES,87.01,broken clouds,38.96,-0.58,Hostal Casa La Vuelta
598,Celestun,MX,87.15,clear sky,20.87,-90.4,Posada Lilia
599,Imeni Poliny Osipenko,RU,54.61,overcast clouds,52.42,136.49,Yubileynaya
600,Tramore,IE,66.0,broken clouds,52.16,-7.15,Majestic Hotel
602,Raga,SS,72.72,moderate rain,8.46,25.68,
603,Magaria,NE,86.92,overcast clouds,13.0,8.91,Chez Honorable Chapiou
604,Valparaiso,CL,57.2,overcast clouds,-33.04,-71.63,Hotel Ultramar
606,Naisud,PH,78.91,overcast clouds,11.81,122.19,Villa Candari Beach Resort
607,Farafangana,MG,68.88,clear sky,-22.82,47.83,Austral Hotel
608,Siniscola,IT,84.2,clear sky,40.57,9.69,Hotel Sa Tanca E Bore
609,Shanghai,CN,84.2,clear sky,31.22,121.46,Regal International East Asia
610,Christchurch,NZ,52.0,mist,-43.53,172.63,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
611,Jawa,JO,86.0,clear sky,31.85,35.94,دار الحاج عبدالله ابو صعيليك واولاده
613,Reforma,MX,85.62,moderate rain,18.1,-91.02,
614,Voyvozh,RU,52.92,few clouds,62.89,54.96,Statistrovia
615,Grandview,US,89.01,clear sky,38.89,-94.53,Holiday Inn Express & Suites Kansas City-Grandview
617,Imphal,IN,70.79,scattered clouds,24.82,93.95,State Guest House
620,Jackson,US,69.01,clear sky,42.42,-122.83,Agate Village Apartments
621,Russell,US,86.0,few clouds,32.35,-85.2,Macs
622,Desnogorsk,RU,62.06,scattered clouds,54.15,33.28,Отель Гранд
623,Pacifica,US,70.0,haze,37.61,-122.49,"Pacifica Lighthouse, Trademark Collection by Wyndham"
624,Monroe,US,88.0,few clouds,43.15,-77.68,Staybridge Suites Rochester University
625,General Roca,AR,60.8,scattered clouds,-39.03,-67.58,Hotel El Recreo
626,Listvyanskiy,RU,54.03,light rain,54.44,83.5,
627,Sicuani,PE,63.28,clear sky,-14.27,-71.23,Wilkamayu Hotel
628,Mormugao,IN,79.5,moderate rain,15.4,73.8,Hotel La-Paz Gardens
630,Alofi,NU,73.4,broken clouds,-19.06,-169.92,Taloa Heights
631,Tromso,NO,57.2,broken clouds,69.65,18.96,"Radisson Blu Hotel, Tromsø"
632,Partapur,IN,77.0,light rain,23.6,74.17,Hotel Deependra And Restaurent
634,Kirakira,SB,79.52,light rain,-10.45,161.92,SanBiz Lodge
635,Iskateley,RU,58.32,few clouds,67.68,53.15,Hostel Agat
636,Kudahuvadhoo,MV,84.78,overcast clouds,2.67,72.89,Kudahuvadhoo Retreat
637,Padang,ID,79.5,overcast clouds,-0.95,100.35,Mercure Padang
638,Kargasok,RU,50.58,scattered clouds,59.06,80.86,Hotel Kargasok
639,Trapani,IT,86.0,clear sky,37.83,12.67,
640,Marquette,US,75.99,few clouds,46.53,-87.63,Al Quaal Lodge
641,Petropavlovsk-Kamchatskiy,RU,50.0,light intensity shower rain,53.05,158.65,"ООО ""Гостиничный комплекс ""Петропавловск"""
642,Kamaishi,JP,72.27,overcast clouds,39.27,141.88,Hotel Route Inn Kamaishi
643,Jimani,DO,77.0,light rain,18.49,-71.85,HOTEL LA TORRE
644,Barbastro,ES,86.0,few clouds,42.04,0.13,Gran Hotel Ciudad De Barbastro
645,Kabo,CF,74.35,light rain,7.7,18.63,
646,Tenenkou,ML,88.0,overcast clouds,14.46,-4.92,
647,Nanakuli,US,80.01,few clouds,21.39,-158.15,Camp Palehua
648,Ternate,ID,80.04,few clouds,0.8,127.4,Grand Dafam Bela Ternate
649,Bogorodskoye,RU,62.24,overcast clouds,56.55,37.88,Sosnoviy Bor
650,Kota Belud,MY,75.2,few clouds,6.35,116.43,Tang Dynasty Lodge Kota Belud
651,Asau,RO,73.0,clear sky,46.43,26.4,Casa Mika Ciobanus
652,San Vicente,AR,66.52,clear sky,-26.62,-54.13,Complejo Turístico Farelluk
654,Aleksandrovskiy Zavod,RU,52.16,broken clouds,50.92,117.94,Druzhba
655,Jipijapa,EC,73.4,overcast clouds,-1.33,-80.58,Los Ceibos Internacional
656,Soria,ES,75.0,broken clouds,41.67,-2.67,Casa Rural Sierra de Inodejo
657,Poopo,BO,56.16,clear sky,-18.37,-66.97,turistico HOTEL
658,Luganville,VU,78.13,broken clouds,-15.53,167.17,The Espiritu Hotel
659,Lyaskelya,RU,63.81,broken clouds,61.77,31.02,Manor Cafe
660,Birjand,IR,84.2,scattered clouds,32.87,59.22,Birjand Tourist Hotel
661,Kyabe,TD,75.97,broken clouds,9.45,18.94,
662,Ordzhonikidze,KZ,56.1,clear sky,52.44,61.74,Gostinitsa
663,Rawson,AR,63.97,broken clouds,-43.3,-65.1,Hotel Punta León
