City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
0,Busselton,AU,2020-08-21 22:55:31,-33.65,115.33,51.01,70,96,6.96
1,Steamboat Springs,US,2020-08-21 22:51:13,40.48,-106.83,89.01,12,1,8.05
2,Tura,IN,2020-08-21 22:55:32,25.52,90.22,72.86,94,86,4.03
3,Kapaa,US,2020-08-21 22:55:32,22.08,-159.32,86.0,66,40,12.75
4,Manavalakurichi,IN,2020-08-21 22:55:33,8.13,77.3,80.6,94,20,3.36
5,Lahaina,US,2020-08-21 22:55:33,20.88,-156.68,87.8,45,40,19.46
6,Kutum,SD,2020-08-21 22:55:34,14.2,24.67,74.62,66,48,4.83
7,Severo-Kurilsk,RU,2020-08-21 22:55:35,50.68,156.12,54.95,74,49,14.76
8,Agirish,RU,2020-08-21 22:55:35,61.92,63.02,54.39,97,100,9.53
9,Punta Arenas,CL,2020-08-21 22:53:24,-53.15,-70.92,41.0,80,75,14.99
10,Wajir,KE,2020-08-21 22:55:36,1.75,40.06,74.07,70,89,17.02
11,Isangel,VU,2020-08-21 22:50:49,-19.55,169.27,77.0,88,90,11.41
12,Mazara Del Vallo,IT,2020-08-21 22:55:38,37.66,12.59,77.0,83,0,5.82
13,Saint-Francois,FR,2020-08-21 22:55:38,46.42,3.91,69.8,73,68,9.17
14,Torbay,CA,2020-08-21 22:55:38,47.67,-52.73,66.0,63,75,13.87
15,Hasilpur,PK,2020-08-21 22:55:38,29.71,72.56,88.29,57,60,7.85
16,Iskateley,RU,2020-08-21 22:55:39,67.68,53.15,46.49,92,31,6.04
17,Celestun,MX,2020-08-21 22:55:39,20.87,-90.4,86.29,66,85,11.25
18,Chuy,UY,2020-08-21 22:55:39,-33.7,-53.46,46.58,74,0,5.06
19,Namibe,AO,2020-08-21 22:55:40,-15.2,12.15,65.43,60,91,4.83
20,Carndonagh,IE,2020-08-21 22:52:32,55.25,-7.27,52.59,92,24,8.66
21,Kaitangata,NZ,2020-08-21 22:55:41,-46.28,169.85,53.01,82,80,4.0
22,Hermanus,ZA,2020-08-21 22:55:42,-34.42,19.23,54.0,76,43,1.63
23,Hithadhoo,MV,2020-08-21 22:55:42,-0.6,73.08,83.52,72,61,7.43
24,Olafsvik,IS,2020-08-21 22:55:43,64.89,-23.71,51.21,64,0,15.12
25,Jamestown,US,2020-08-21 22:55:43,42.1,-79.24,77.0,53,1,8.05
26,Sao Felix Do Xingu,BR,2020-08-21 22:55:43,-6.64,-51.99,81.63,28,46,0.27
27,Marawi,PH,2020-08-21 22:55:44,8.0,124.29,73.99,90,76,5.99
28,Sorland,NO,2020-08-21 22:55:45,67.67,12.69,57.83,86,100,18.66
29,Komsomolskiy,UZ,2020-08-21 22:55:45,40.43,71.72,69.8,49,0,6.93
30,Atuona,PF,2020-08-21 22:55:46,-9.8,-139.03,78.62,77,14,12.71
31,Pevek,RU,2020-08-21 22:55:46,69.7,170.31,38.89,93,100,5.61
32,Quatre Cocos,MU,2020-08-21 22:52:18,-20.21,57.76,69.8,73,40,8.05
33,Port Alfred,ZA,2020-08-21 22:55:48,-33.59,26.89,57.6,77,31,12.28
34,Castro,BR,2020-08-21 22:55:48,-24.79,-50.01,40.66,87,99,6.42
35,Rikitea,PF,2020-08-21 22:55:07,-23.12,-134.97,66.11,68,20,22.48
36,Bongaree,AU,2020-08-21 22:55:49,-27.08,153.16,66.0,48,75,1.01
37,Barceloneta,PR,2020-08-21 22:55:49,18.45,-66.54,82.4,88,75,11.41
38,Ushuaia,AR,2020-08-21 22:54:38,-54.8,-68.3,42.8,70,75,16.11
39,Sao Joao Da Barra,BR,2020-08-21 22:55:50,-21.64,-41.05,66.24,79,100,18.34
40,Kieta,PG,2020-08-21 22:55:51,-6.22,155.63,84.2,67,62,2.08
41,Mar Del Plata,AR,2020-08-21 22:52:45,-38.0,-57.56,51.01,87,0,3.36
42,Hobart,AU,2020-08-21 22:55:31,-42.88,147.33,39.99,86,20,8.05
43,Nurobod,UZ,2020-08-21 22:55:52,40.91,69.8,66.2,42,0,6.93
44,Longyearbyen,SJ,2020-08-21 22:55:53,78.22,15.64,41.0,93,75,2.24
45,Faanui,PF,2020-08-21 22:55:53,-16.48,-151.75,77.14,80,7,22.57
46,Hasaki,JP,2020-08-21 22:55:53,35.73,140.83,79.0,100,75,8.05
47,Bambous Virieux,MU,2020-08-21 22:55:54,-20.34,57.76,69.8,73,40,8.05
48,La Romana,DO,2020-08-21 22:55:54,18.43,-68.97,87.8,70,40,8.05
49,Arraial Do Cabo,BR,2020-08-21 22:55:55,-22.97,-42.03,64.4,88,75,14.99
50,Puerto Ayora,EC,2020-08-21 22:55:56,-0.74,-90.35,69.01,81,88,8.01
51,Cape Town,ZA,2020-08-21 22:55:57,-33.93,18.42,48.99,100,11,1.12
52,Georgetown,MY,2020-08-21 22:55:48,5.41,100.34,78.8,94,20,4.7
53,Cabo San Lucas,MX,2020-08-21 22:51:24,22.89,-109.91,86.0,74,40,6.93
54,Qaanaaq,GL,2020-08-21 22:55:58,77.48,-69.36,38.66,76,91,3.29
55,Sitrah,BH,2020-08-21 22:55:58,26.15,50.62,96.8,20,36,5.82
56,Baruun-Urt,MN,2020-08-21 22:55:58,46.68,113.28,62.02,49,100,3.36
57,Kirakira,SB,2020-08-21 22:55:59,-10.45,161.92,84.88,71,73,8.25
58,Alice Springs,AU,2020-08-21 22:55:59,-23.7,133.88,53.6,37,0,1.12
59,Xocali,AZ,2020-08-21 22:56:00,39.91,46.79,67.73,62,2,1.99
60,Costa Rica,BR,2020-08-21 22:55:30,-23.42,-54.65,44.78,71,0,5.79
61,Road Town,VG,2020-08-21 22:56:01,18.42,-64.62,82.99,95,54,8.01
62,Mae Ramat,TH,2020-08-21 22:56:01,16.98,98.52,75.2,100,90,2.24
63,Avarua,CK,2020-08-21 22:56:02,-21.21,-159.78,78.8,78,9,19.46
64,Kununurra,AU,2020-08-21 22:56:02,-15.77,128.73,71.6,34,61,2.91
65,Klaksvik,FO,2020-08-21 22:56:02,62.23,-6.59,50.0,100,83,20.8
66,Labuhan,ID,2020-08-21 22:56:03,-6.88,112.21,76.03,78,76,8.72
67,Kaeo,NZ,2020-08-21 22:56:03,-35.1,173.78,61.0,3,2,5.99
68,Vaini,TO,2020-08-21 22:56:03,-21.2,-175.2,78.8,83,20,11.41
69,Aywaille,BE,2020-08-21 22:56:04,50.47,5.68,71.6,56,52,11.41
70,Albany,US,2020-08-21 22:53:02,42.6,-73.97,82.99,48,88,1.99
71,Nemuro,JP,2020-08-21 22:56:05,43.32,145.57,61.72,74,80,3.15
72,Chokurdakh,RU,2020-08-21 22:56:06,70.63,147.92,37.24,85,99,9.35
73,Bluff,NZ,2020-08-21 22:56:06,-46.6,168.33,51.01,94,45,8.01
74,Seddon,AU,2020-08-21 22:56:06,-37.81,144.89,45.0,81,75,18.34
75,Kodiak,US,2020-08-21 22:54:35,57.79,-152.41,75.2,38,1,17.22
76,Talnakh,RU,2020-08-21 22:56:08,69.49,88.4,53.6,87,40,6.71
77,Santa Lucia,ES,2020-08-21 22:56:08,27.91,-15.54,79.0,83,20,26.4
78,Novobureyskiy,RU,2020-08-21 22:56:08,49.8,129.88,61.56,84,32,9.82
79,Ilulissat,GL,2020-08-21 22:56:09,69.22,-51.1,48.2,45,50,2.24
80,Geraldton,AU,2020-08-21 22:56:09,-28.77,114.6,57.2,71,90,2.24
81,Tuktoyaktuk,CA,2020-08-21 22:56:10,69.45,-133.04,64.4,55,20,3.36
82,Mahebourg,MU,2020-08-21 22:56:10,-20.41,57.7,69.8,73,40,8.05
83,Mataura,NZ,2020-08-21 22:56:10,-46.19,168.86,51.01,94,53,8.01
84,Roma,US,2020-08-21 22:56:11,43.21,-75.46,80.6,51,1,13.87
85,Sim,RU,2020-08-21 22:56:11,54.99,57.7,52.43,94,100,2.93
86,Alta Floresta,BR,2020-08-21 22:52:36,-9.88,-56.09,77.83,39,0,6.62
87,Dzerzhinsk,RU,2020-08-21 22:54:28,56.24,43.46,61.0,93,4,3.02
88,Vestmannaeyjar,IS,2020-08-21 22:56:12,63.44,-20.27,52.38,64,0,12.26
89,Nabire,ID,2020-08-21 22:55:06,-3.37,135.48,78.62,83,61,2.86
90,Saint-Philippe,RE,2020-08-21 22:56:13,-21.36,55.77,66.2,55,43,8.05
91,Cap Malheureux,MU,2020-08-21 22:56:13,-19.98,57.61,69.01,79,18,7.0
92,Tiksi,RU,2020-08-21 22:56:14,71.69,128.87,38.55,87,98,10.25
93,Haapiti,PF,2020-08-21 22:56:14,-17.57,-149.87,82.4,65,75,6.93
94,Port Elizabeth,ZA,2020-08-21 22:56:15,-33.92,25.57,48.2,93,74,3.36
95,Zhigansk,RU,2020-08-21 22:56:16,66.77,123.37,40.68,70,0,17.83
96,Maloy,NO,2020-08-21 22:56:16,61.94,5.11,64.4,82,93,26.4
97,Alenquer,BR,2020-08-21 22:56:16,-1.94,-54.74,82.4,83,0,4.7
98,Sao Filipe,CV,2020-08-21 22:56:17,14.9,-24.5,77.67,74,50,3.36
99,Upernavik,GL,2020-08-21 22:56:18,72.79,-56.15,43.95,72,14,10.6
100,Butaritari,KI,2020-08-21 22:56:19,3.07,172.79,81.97,67,61,2.42
101,Yellowknife,CA,2020-08-21 22:56:19,62.46,-114.35,59.0,54,75,12.75
102,Kushmurun,KZ,2020-08-21 22:56:20,52.45,64.63,54.73,89,100,4.92
103,Ponta Do Sol,PT,2020-08-21 22:56:21,32.67,-17.1,73.4,88,75,8.05
104,Kharp,RU,2020-08-21 22:56:21,66.8,65.81,49.82,86,66,8.03
105,Tarko-Sale,RU,2020-08-21 22:53:17,64.92,77.78,50.0,90,54,10.67
106,Santa Vitoria Do Palmar,BR,2020-08-21 22:56:21,-33.52,-53.37,46.99,72,0,5.37
107,Aquiraz,BR,2020-08-21 22:53:14,-3.9,-38.39,80.6,78,75,9.17
108,Roald,NO,2020-08-21 22:56:22,62.58,6.13,61.0,93,86,4.7
109,Bethel,US,2020-08-21 22:56:23,41.37,-73.41,84.0,45,1,8.05
110,Koshekhabl,RU,2020-08-21 22:56:24,44.9,40.51,65.41,66,91,7.38
111,Acarau,BR,2020-08-21 22:56:24,-2.89,-40.12,77.59,85,4,11.25
112,Lebu,CL,2020-08-21 22:56:25,-37.62,-73.65,48.6,85,0,11.88
113,Riosucio,CO,2020-08-21 22:56:25,5.42,-75.7,75.2,83,40,4.7
114,Khatanga,RU,2020-08-21 22:56:26,71.97,102.5,46.53,60,0,14.54
115,Teberda,RU,2020-08-21 22:56:26,43.45,41.74,53.92,69,90,0.36
116,Airai,TL,2020-08-21 22:56:26,-8.93,125.41,63.63,47,0,3.44
117,Yulara,AU,2020-08-21 22:56:27,-25.24,130.99,44.6,48,0,5.82
118,Saginaw,US,2020-08-21 22:54:57,43.33,-84.03,86.0,42,1,8.05
119,East London,ZA,2020-08-21 22:56:27,-33.02,27.91,58.8,74,9,11.43
120,Mareeba,AU,2020-08-21 22:56:28,-17.0,145.43,73.0,72,13,2.28
121,Lagoa,PT,2020-08-21 22:56:28,39.05,-27.98,69.19,62,0,2.15
122,Saldanha,ZA,2020-08-21 22:56:29,-33.01,17.94,51.8,81,0,4.7
123,Dikson,RU,2020-08-21 22:56:30,73.51,80.55,42.19,81,0,13.71
124,Norman Wells,CA,2020-08-21 22:56:30,65.28,-126.83,64.4,55,75,18.34
125,Kenai,US,2020-08-21 22:56:30,60.55,-151.26,71.6,52,1,8.05
126,Barrow,US,2020-08-21 22:56:31,71.29,-156.79,51.8,87,40,9.17
127,Pemberton,CA,2020-08-21 22:56:31,50.32,-122.8,55.4,100,90,6.06
128,College,US,2020-08-21 22:56:31,64.86,-147.8,60.8,72,75,2.46
129,Cherskiy,RU,2020-08-21 22:56:32,68.75,161.3,41.05,83,100,14.9
130,Punta Alta,AR,2020-08-21 22:56:32,-38.88,-62.07,53.13,50,0,11.1
131,Ostersund,SE,2020-08-21 22:56:34,63.18,14.64,64.4,77,100,14.99
132,Bud,US,2020-08-21 22:56:34,39.45,-86.18,80.6,47,1,3.38
133,Sobolevo,RU,2020-08-21 22:56:34,54.43,31.9,51.39,96,38,3.71
134,Neiafu,TO,2020-08-21 22:56:34,-18.65,-173.98,80.6,83,40,10.29
135,El Alto,PE,2020-08-21 22:56:35,-4.27,-81.21,62.98,81,47,12.48
136,Tuatapere,NZ,2020-08-21 22:56:35,-46.13,167.68,51.01,94,19,8.01
137,Puerto Escondido,MX,2020-08-21 22:56:36,15.85,-97.07,84.2,66,75,6.93
138,Alyangula,AU,2020-08-21 22:56:36,-13.85,136.42,62.6,93,0,13.31
139,Jatai,BR,2020-08-21 22:56:36,-17.88,-51.71,55.11,75,36,12.15
140,Bredasdorp,ZA,2020-08-21 22:56:36,-34.53,20.04,53.6,87,38,3.36
141,Voh,NC,2020-08-21 22:56:37,-20.97,164.7,78.96,53,0,1.72
142,Kanniyakumari,IN,2020-08-21 22:56:38,8.08,77.57,78.51,85,66,14.65
143,Ahipara,NZ,2020-08-21 22:56:39,-35.17,173.17,61.07,75,6,6.67
144,Mercedes,AR,2020-08-21 22:56:40,-34.65,-59.43,52.0,55,0,5.86
145,Jumla,NP,2020-08-21 22:56:40,29.27,82.18,58.59,69,81,1.99
146,Yerbogachen,RU,2020-08-21 22:56:40,61.28,108.01,55.27,89,27,5.12
147,Allanridge,ZA,2020-08-21 22:56:41,-27.75,26.64,43.0,63,0,7.83
148,Djibo,BF,2020-08-21 22:56:41,14.1,-1.63,77.83,69,100,20.42
149,Hilo,US,2020-08-21 22:56:42,19.73,-155.09,84.2,62,40,8.05
150,Yumen,CN,2020-08-21 22:56:42,40.28,97.2,71.33,34,100,5.75
151,Andreapol,RU,2020-08-21 22:56:42,56.65,32.27,51.57,89,0,0.98
152,Farrukhnagar,IN,2020-08-21 22:56:43,17.08,78.2,73.4,94,90,8.05
153,Dongning,CN,2020-08-21 22:56:44,44.06,131.12,63.54,60,0,3.02
154,Trairi,BR,2020-08-21 22:56:44,-3.28,-39.27,77.92,84,1,12.08
155,Lere,NG,2020-08-21 22:56:45,10.39,8.57,66.0,96,83,2.8
156,Constitucion,CL,2020-08-21 22:56:45,-35.33,-72.42,53.85,75,0,5.1
157,Srandakan,ID,2020-08-21 22:56:46,-7.94,110.25,73.2,90,80,3.8
158,Palauig,PH,2020-08-21 22:56:46,15.44,119.9,82.27,77,98,7.38
159,Mudon,MM,2020-08-21 22:56:46,16.26,97.72,75.88,95,100,2.91
160,Tasiilaq,GL,2020-08-21 22:56:47,65.61,-37.64,46.4,52,10,6.93
161,Ketchikan,US,2020-08-21 22:56:47,55.34,-131.65,57.2,93,75,1.3
162,Reconquista,AR,2020-08-21 22:56:47,-29.15,-59.65,48.29,49,0,5.48
163,Thompson,CA,2020-08-21 22:56:48,55.74,-97.86,62.6,63,75,12.75
164,Goya,AR,2020-08-21 22:56:48,-29.14,-59.26,47.57,52,0,6.02
165,Taclobo,PH,2020-08-21 22:56:49,12.31,122.59,83.37,78,53,7.58
166,Mount Gambier,AU,2020-08-21 22:56:50,-37.83,140.77,42.8,87,75,12.75
167,Takoradi,GH,2020-08-21 22:56:50,4.88,-1.76,74.37,92,15,7.72
168,Ucluelet,CA,2020-08-21 22:52:04,48.93,-125.55,62.6,82,75,5.82
169,Korla,CN,2020-08-21 22:56:51,41.76,86.15,74.19,38,23,6.26
170,Taloqan,AF,2020-08-21 22:56:51,36.74,69.53,64.74,29,0,2.55
171,Anisoc,GQ,2020-08-21 22:56:51,1.87,10.77,69.62,94,98,2.28
172,Broome,US,2020-08-21 22:56:51,42.25,-75.83,79.0,47,75,3.71
173,Fort Nelson,CA,2020-08-21 22:56:52,58.81,-122.7,59.0,87,90,8.05
174,Opuwo,NA,2020-08-21 22:56:53,-18.06,13.84,51.75,39,39,5.23
175,Bulaevo,KZ,2020-08-21 22:56:53,54.91,70.44,50.97,96,25,7.61
176,Brzeg Dolny,PL,2020-08-21 22:56:54,51.27,16.71,75.0,82,4,4.7
177,Vredendal,ZA,2020-08-21 22:56:54,-31.67,18.5,59.2,42,0,6.15
178,Cidreira,BR,2020-08-21 22:56:55,-30.18,-50.21,48.2,60,0,7.05
179,Kahului,US,2020-08-21 22:53:34,20.89,-156.47,87.8,55,40,23.04
180,Sitka,US,2020-08-21 22:56:56,57.05,-135.33,60.8,77,75,5.3
181,Dongsheng,CN,2020-08-21 22:56:57,39.82,109.98,62.92,80,75,20.45
182,Burnie,AU,2020-08-21 22:56:57,-41.07,145.92,46.99,72,16,8.99
183,Touros,BR,2020-08-21 22:53:05,-5.2,-35.46,75.2,88,20,6.93
184,Brezoaiele,RO,2020-08-21 22:56:59,44.58,25.73,73.4,56,1,6.93
185,Lorengau,PG,2020-08-21 22:57:00,-2.02,147.27,85.6,65,34,10.38
186,Taitung,TW,2020-08-21 22:57:00,22.76,121.14,78.8,83,75,5.82
187,Nador,MA,2020-08-21 22:57:00,35.17,-2.93,82.4,37,0,3.36
188,Port Macquarie,AU,2020-08-21 22:54:27,-31.43,152.92,55.4,76,40,1.12
189,Ikalamavony,MG,2020-08-21 22:57:01,-21.15,46.58,59.72,81,4,5.12
190,Wanaka,NZ,2020-08-21 22:57:01,-44.7,169.15,48.0,89,2,1.83
191,Rocha,UY,2020-08-21 22:57:02,-34.48,-54.33,43.36,77,0,5.41
192,Lokvine,BA,2020-08-21 22:54:03,44.2,17.86,59.0,77,0,4.7
193,Abay,KZ,2020-08-21 22:57:04,49.63,72.85,55.4,66,5,6.71
194,Mitsamiouli,KM,2020-08-21 22:57:04,-11.38,43.28,76.23,73,1,5.77
195,Te Anau,NZ,2020-08-21 22:57:05,-45.42,167.72,47.88,77,70,0.16
196,Ancud,CL,2020-08-21 22:57:05,-41.87,-73.82,48.2,81,0,3.36
197,Caravelas,BR,2020-08-21 22:57:06,-17.71,-39.25,72.45,85,89,12.95
198,Troitskoye,RU,2020-08-21 22:57:07,52.98,84.68,53.37,90,100,9.28
199,Port Lincoln,AU,2020-08-21 22:57:07,-34.73,135.87,50.77,63,13,20.4
200,Salta,AR,2020-08-21 22:57:08,-24.79,-65.41,55.4,20,0,10.29
201,Mabaruma,GY,2020-08-21 22:57:09,8.2,-59.78,79.36,82,66,6.53
202,San Ramon De La Nueva Oran,AR,2020-08-21 22:57:10,-23.13,-64.33,54.0,44,91,2.35
203,Ugoofaaru,MV,2020-08-21 22:57:11,5.67,73.0,81.64,73,54,2.98
204,Vostok,RU,2020-08-21 22:57:11,46.49,135.88,61.03,74,40,2.04
205,Koutiala,ML,2020-08-21 22:57:11,12.39,-5.46,77.09,82,66,7.83
206,Mahendranagar,NP,2020-08-21 22:57:12,28.92,80.33,76.98,86,80,4.38
207,Gao,ML,2020-08-21 22:57:12,16.64,1.64,91.45,35,55,10.27
208,Gigmoto,PH,2020-08-21 22:57:13,13.78,124.39,82.56,83,96,9.8
209,Plettenberg Bay,ZA,2020-08-21 22:57:13,-34.05,23.37,58.19,62,55,2.66
210,Kourou,GF,2020-08-21 22:57:14,5.16,-52.65,82.4,78,0,4.7
211,New Norfolk,AU,2020-08-21 22:57:14,-42.78,147.06,37.99,87,2,1.66
212,Nishihara,JP,2020-08-21 22:57:14,26.18,127.76,84.2,83,75,5.82
213,Huarmey,PE,2020-08-21 22:55:51,-10.07,-78.15,63.21,76,79,7.99
214,Luganville,VU,2020-08-21 22:57:15,-15.53,167.17,78.8,88,75,8.3
215,Kavieng,PG,2020-08-21 22:57:15,-2.57,150.8,83.75,73,0,8.48
216,Doha,QA,2020-08-21 22:57:16,25.29,51.53,95.0,32,61,2.24
217,Porto Walter,BR,2020-08-21 22:57:17,-8.27,-72.74,62.82,91,100,4.81
218,Fortuna,US,2020-08-21 22:57:18,40.6,-124.16,75.99,22,23,8.01
219,Udimskiy,RU,2020-08-21 22:57:19,61.14,45.91,48.22,92,28,5.14
220,Mayskiy,RU,2020-08-21 22:57:20,47.69,40.1,60.8,63,33,4.47
221,Dhidhdhoo,MV,2020-08-21 22:57:20,6.88,73.1,83.07,69,91,4.43
222,Yeppoon,AU,2020-08-21 22:57:21,-23.13,150.73,64.4,34,0,4.7
223,Iqaluit,CA,2020-08-21 22:53:02,63.75,-68.51,53.6,58,75,3.36
224,Monticello,US,2020-08-21 22:57:21,45.31,-93.79,87.01,58,40,9.84
225,Yar-Sale,RU,2020-08-21 22:57:22,66.83,70.83,53.02,91,83,8.68
226,Narsaq,GL,2020-08-21 22:57:22,60.92,-46.05,48.4,62,0,3.87
227,Araouane,ML,2020-08-21 22:52:27,18.9,-3.53,99.25,18,4,1.36
228,Pisco,PE,2020-08-21 22:55:20,-13.7,-76.22,62.6,77,75,8.05
229,Ostrovnoy,RU,2020-08-21 22:57:24,68.05,39.51,54.23,90,71,6.11
230,Saint Anthony,US,2020-08-21 22:54:45,45.02,-93.22,88.0,58,40,14.99
231,Beloha,MG,2020-08-21 22:57:24,-25.17,45.05,60.46,81,25,7.65
232,Mporokoso,ZM,2020-08-21 22:57:25,-9.37,30.12,64.11,52,4,13.33
233,Clyde River,CA,2020-08-21 22:57:25,70.47,-68.59,44.49,81,100,2.93
234,Mopipi,BW,2020-08-21 22:57:26,-21.18,24.88,59.41,76,0,13.73
235,Praia Da Vitoria,PT,2020-08-21 22:56:35,38.73,-27.07,69.8,88,40,3.33
236,Gamba,GA,2020-08-21 22:54:06,-2.65,10.0,73.06,83,87,3.24
237,Christchurch,NZ,2020-08-21 22:57:28,-43.53,172.63,51.01,100,1,2.24
238,San Patricio,MX,2020-08-21 22:57:28,19.22,-104.7,87.8,74,75,11.41
239,Pangnirtung,CA,2020-08-21 22:57:29,66.15,-65.71,50.0,81,20,12.75
240,Westerland,DE,2020-08-21 22:57:29,54.91,8.3,69.8,73,40,16.11
241,Nanortalik,GL,2020-08-21 22:57:29,60.14,-45.24,45.93,72,0,1.86
242,San Carlos De Bariloche,AR,2020-08-21 22:57:30,-41.15,-71.31,51.8,43,0,4.7
243,Vilhena,BR,2020-08-21 22:57:30,-12.74,-60.15,55.4,71,53,13.87
244,Esperance,AU,2020-08-21 22:57:31,-33.87,121.9,44.6,100,100,9.17
245,Gra Liyia,GR,2020-08-21 22:57:32,35.02,25.68,80.01,54,0,28.01
246,Kabelvag,NO,2020-08-21 22:57:32,68.21,14.48,62.01,80,76,10.09
247,Provideniya,RU,2020-08-21 22:57:32,64.38,-173.3,49.96,89,100,9.84
248,Chernyshevskiy,RU,2020-08-21 22:57:33,63.01,112.47,49.86,60,51,2.59
249,Palera,IN,2020-08-21 22:57:33,25.02,79.23,76.12,95,100,7.72
250,Murgab,TM,2020-08-21 22:57:33,37.5,61.97,75.2,33,0,9.17
251,Havre,FR,2020-08-21 22:57:34,49.58,0.33,66.2,72,20,18.34
252,Galbshtadt,RU,2020-08-21 22:57:34,53.23,78.98,51.24,94,68,8.21
253,Boguchany,RU,2020-08-21 22:57:35,58.38,97.45,56.73,75,60,1.57
254,Boa Vista,BR,2020-08-21 22:57:35,2.82,-60.67,91.4,49,20,8.05
255,Mildura,AU,2020-08-21 22:57:36,-34.2,142.15,44.01,87,0,12.75
256,Lagos,NG,2020-08-21 22:56:58,6.58,3.75,77.0,88,75,4.7
257,Bengkulu,ID,2020-08-21 22:57:37,-3.8,102.27,75.2,84,73,4.27
258,Bac Ninh,VN,2020-08-21 22:57:38,21.18,106.05,78.8,88,75,3.69
259,Bartica,GY,2020-08-21 22:57:38,6.4,-58.62,84.2,79,20,11.41
260,Bafata,GW,2020-08-21 22:57:38,12.17,-14.75,74.16,97,99,5.01
261,Los Angeles,US,2020-08-21 22:53:44,34.05,-118.24,93.0,54,1,4.7
262,Kibala,TD,2020-08-21 22:57:39,9.11,18.35,73.81,95,67,3.18
263,Shingu,JP,2020-08-21 22:57:39,33.73,135.98,84.2,74,75,1.12
264,Alofi,NU,2020-08-21 22:57:39,-19.06,-169.92,80.6,74,18,11.41
265,Guerrero Negro,MX,2020-08-21 22:57:40,27.98,-114.06,94.03,39,6,27.96
266,Namatanai,PG,2020-08-21 22:57:40,-3.67,152.43,83.1,74,2,5.19
267,Henties Bay,NA,2020-08-21 22:53:33,-22.12,14.28,66.0,40,50,6.96
268,Aloleng,PH,2020-08-21 22:57:42,16.13,119.78,81.3,82,100,10.89
269,Nikolskoye,RU,2020-08-21 22:57:42,59.7,30.79,60.8,67,1,4.47
270,Aklavik,CA,2020-08-21 22:57:42,68.22,-135.01,60.8,72,20,6.93
271,Ossora,RU,2020-08-21 22:57:43,59.24,163.07,53.71,80,100,2.89
272,Karratha,AU,2020-08-21 22:53:29,-20.74,116.85,70.47,29,0,10.78
273,Muisne,EC,2020-08-21 22:57:43,0.6,-80.03,77.0,83,75,4.7
274,Temir,KZ,2020-08-21 22:57:44,49.14,57.13,57.97,56,0,7.81
275,Teguldet,RU,2020-08-21 22:57:44,57.31,88.17,54.66,97,100,3.49
276,Okhotsk,RU,2020-08-21 22:57:44,59.38,143.3,57.15,54,7,5.82
277,Seymchan,RU,2020-08-21 22:57:44,62.88,152.43,40.69,70,100,17.56
278,Dunedin,NZ,2020-08-21 22:57:45,-45.87,170.5,52.0,82,74,1.99
279,Washington,US,2020-08-21 22:57:45,47.5,-120.5,82.99,59,29,1.99
280,Smithers,CA,2020-08-21 22:56:26,54.78,-127.17,64.4,63,90,3.36
