City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Bjornevatn,NO,2020-08-21 22:57:46,69.67,29.98,57.2,100,40,18.34
282,Dakar,SN,2020-08-21 22:54:58,14.69,-17.44,80.6,83,40,9.17
283,Leningradskiy,RU,2020-08-21 22:57:48,69.38,178.42,44.47,78,100,1.61
284,Lompoc,US,2020-08-21 22:57:48,34.64,-120.46,73.4,64,75,9.17
285,Tautira,PF,2020-08-21 22:57:48,-17.73,-149.15,82.4,65,75,6.93
286,Ribeira Grande,PT,2020-08-21 22:57:49,38.52,-28.7,69.51,64,3,3.78
287,Poso,ID,2020-08-21 22:57:49,-1.4,120.75,79.0,72,0,5.32
288,Araguaina,BR,2020-08-21 22:57:50,-7.19,-48.21,83.64,21,36,4.54
289,Tigil,RU,2020-08-21 22:57:50,57.8,158.67,50.49,91,100,11.16
290,Nongan,CN,2020-08-21 22:57:50,44.38,125.17,55.4,93,0,2.24
291,Kuna,US,2020-08-21 22:57:09,43.49,-116.42,91.4,20,1,8.05
292,Ghansor,IN,2020-08-21 22:57:52,22.65,79.95,72.91,98,100,11.81
293,Coihueco,CL,2020-08-21 22:57:52,-36.62,-71.83,66.2,52,0,3.36
294,Dublin,US,2020-08-21 22:57:52,37.7,-121.94,95.0,26,75,10.29
295,Basar,IN,2020-08-21 22:57:53,27.98,94.67,70.5,92,64,1.32
296,Serik,TR,2020-08-21 22:57:53,36.92,31.1,86.0,30,0,12.75
297,Saint-Augustin,CA,2020-08-21 22:57:53,51.23,-58.65,59.68,60,46,12.71
298,Dudinka,RU,2020-08-21 22:57:55,69.41,86.18,53.6,87,40,6.71
299,Tromso,NO,2020-08-21 22:57:55,69.65,18.96,50.0,87,52,25.28
300,Jalingo,NG,2020-08-21 22:57:56,8.88,11.37,72.64,93,81,3.36
301,Basco,PH,2020-08-21 22:57:56,20.45,121.97,80.24,87,100,16.73
302,Chardara,KZ,2020-08-21 22:57:58,41.25,67.97,67.69,33,0,10.16
303,Burns Lake,CA,2020-08-21 22:57:58,54.23,-125.75,59.07,84,100,3.15
304,Ginir,ET,2020-08-21 22:57:58,7.13,40.7,59.59,85,53,7.11
305,Tateyama,JP,2020-08-21 22:57:59,34.98,139.87,88.0,73,0,1.99
306,Malacatepec,MX,2020-08-21 22:57:59,18.93,-98.3,73.4,53,40,6.93
307,Shantipur,IN,2020-08-21 22:57:59,23.25,88.47,78.8,94,75,4.7
308,Shiyan,CN,2020-08-21 22:57:59,32.65,110.78,68.54,90,100,0.58
309,Sembe,CG,2020-08-21 22:58:00,1.65,14.58,71.53,90,2,2.13
310,Port Hedland,AU,2020-08-21 22:58:01,-20.32,118.57,62.6,34,0,9.17
311,Arman,RU,2020-08-21 22:58:01,59.7,150.17,50.68,50,85,15.57
312,Buchanan,LR,2020-08-21 22:58:02,5.88,-10.05,77.0,94,75,8.9
313,Jaslo,PL,2020-08-21 22:58:02,49.75,21.47,66.0,84,0,1.01
314,Kudahuvadhoo,MV,2020-08-21 22:58:03,2.67,72.89,82.98,68,85,5.77
315,Dingle,PH,2020-08-21 22:58:03,11.0,122.67,78.33,87,57,0.92
316,Verkhoyansk,RU,2020-08-21 22:58:03,67.54,133.38,42.22,72,93,7.78
317,Sakakah,SA,2020-08-21 22:58:04,29.97,40.21,84.2,14,0,6.93
318,Acapulco,MX,2020-08-21 22:55:16,16.86,-99.89,86.0,70,40,9.17
319,Rio Cauto,CU,2020-08-21 22:58:05,20.56,-76.92,89.6,49,20,16.11
320,La Ronge,CA,2020-08-21 22:58:06,55.1,-105.28,66.2,68,75,14.99
321,Maceio,BR,2020-08-21 22:58:06,-9.67,-35.74,75.2,83,40,6.93
322,Kattivakkam,IN,2020-08-21 22:58:07,13.22,80.32,82.4,88,40,6.93
323,Poum,NC,2020-08-21 22:58:07,-20.23,164.02,72.01,74,0,3.44
324,Saskylakh,RU,2020-08-21 22:58:07,71.92,114.08,39.96,78,2,4.5
325,Hami,CN,2020-08-21 22:58:08,42.8,93.45,75.29,25,70,4.12
326,Ukiah,US,2020-08-21 22:58:08,39.15,-123.21,93.2,34,1,12.75
327,Becerril,CO,2020-08-21 22:58:09,9.7,-73.28,79.68,86,100,2.01
328,Jacareacanga,BR,2020-08-21 22:58:09,-6.22,-57.75,87.13,36,58,2.95
329,Koshurnikovo,RU,2020-08-21 22:58:10,54.17,93.3,52.2,98,92,2.21
330,Bouza,NE,2020-08-21 22:58:10,14.42,6.04,76.14,80,100,14.43
331,Hovd,MN,2020-08-21 22:58:11,48.01,91.64,59.31,38,29,8.97
332,Carnarvon,AU,2020-08-21 22:58:11,-24.87,113.63,55.4,100,29,5.82
333,Muroto,JP,2020-08-21 22:58:11,33.28,134.15,82.4,78,40,5.82
334,Sedhiou,SN,2020-08-21 22:58:11,12.71,-15.56,78.8,100,75,2.24
335,Codrington,AU,2020-08-21 22:58:12,-38.27,141.97,48.38,80,82,20.13
336,Ubinskoye,RU,2020-08-21 22:58:12,55.31,79.68,47.98,97,22,7.72
337,Asasa,ET,2020-08-21 22:58:13,7.1,39.2,52.63,83,20,1.97
338,Oktyabrskiy,RU,2020-08-21 22:58:13,54.48,53.47,48.81,94,34,3.87
339,Moose Factory,CA,2020-08-21 22:58:14,51.26,-80.61,62.6,77,90,9.17
340,Svetlyy,RU,2020-08-21 22:58:14,54.67,20.13,71.6,68,99,6.71
341,Lumeje,AO,2020-08-21 22:58:14,-11.55,20.78,68.49,43,35,4.76
342,Shache,CN,2020-08-21 22:58:15,38.42,77.24,66.49,48,0,7.25
343,Karla,EE,2020-08-21 22:58:15,59.37,24.93,64.0,77,100,5.82
344,Wlodawa,PL,2020-08-21 22:58:15,51.55,23.55,63.0,81,49,0.4
345,Zhanaozen,KZ,2020-08-21 22:58:16,43.3,52.8,80.02,31,99,22.1
346,Qui Nhon,VN,2020-08-21 22:58:16,13.77,109.23,77.16,82,63,5.21
347,Resistencia,AR,2020-08-21 22:58:17,-27.46,-58.98,55.4,28,0,5.82
348,Lowestoft,GB,2020-08-21 22:58:18,52.48,1.75,64.99,84,0,8.01
349,Susangerd,IR,2020-08-21 22:58:18,31.56,48.18,93.2,17,0,9.17
350,Lata,PT,2020-08-21 22:58:18,40.16,-8.33,66.2,100,40,4.7
351,Meulaboh,ID,2020-08-21 22:58:19,4.14,96.13,76.41,90,100,5.39
352,Kagadi,UG,2020-08-21 22:58:19,0.96,30.8,62.55,94,61,2.55
353,Hamilton,US,2020-08-21 22:56:01,39.18,-84.53,82.99,61,40,5.82
354,Tiarei,PF,2020-08-21 22:58:20,-17.53,-149.33,82.4,65,75,6.93
355,Aragarcas,BR,2020-08-21 22:58:20,-15.9,-52.25,70.68,49,0,5.28
356,Aswan,EG,2020-08-21 22:58:21,24.09,32.91,86.02,23,0,8.66
357,Kirkwall,GB,2020-08-21 22:58:21,58.98,-2.96,57.2,93,18,11.41
358,Mega,ET,2020-08-21 22:58:22,4.05,38.3,59.32,77,47,12.91
359,Sumbe,AO,2020-08-21 22:58:22,-11.21,13.84,68.07,93,38,5.26
360,Omboue,GA,2020-08-21 22:58:23,-1.57,9.26,74.34,78,94,6.6
361,Rawlins,US,2020-08-21 22:58:23,41.79,-107.24,87.8,13,1,13.87
362,Zambezi,ZM,2020-08-21 22:58:24,-13.54,23.1,71.53,40,61,4.14
363,Pochutla,MX,2020-08-21 22:58:24,15.74,-96.47,87.01,74,75,5.17
364,Lavrentiya,RU,2020-08-21 22:58:24,65.58,-171.0,48.18,92,100,7.36
365,Songea,TZ,2020-08-21 22:58:25,-10.68,35.65,64.4,72,5,3.06
366,Kruisfontein,ZA,2020-08-21 22:58:25,-34.0,24.73,51.06,82,78,4.23
367,Touho,NC,2020-08-21 22:58:25,-20.78,165.23,73.18,70,7,3.62
368,Katubao,PH,2020-08-21 22:58:26,5.89,124.83,77.76,86,100,11.59
369,Monte Gordo,PT,2020-08-21 22:58:27,37.18,-7.45,78.8,54,0,9.17
370,Gweru,ZW,2020-08-21 22:58:27,-19.45,29.82,55.6,85,70,12.71
371,Bose,IT,2020-08-21 22:58:28,45.46,8.01,75.0,78,1,5.01
372,Oktyabrskoye,RU,2020-08-21 22:58:28,43.06,44.74,60.8,93,100,2.24
373,Naze,JP,2020-08-21 22:58:28,28.37,129.48,84.2,83,20,1.12
374,Aasiaat,GL,2020-08-21 22:58:29,68.71,-52.87,39.87,72,1,2.37
375,Grindavik,IS,2020-08-21 22:58:29,63.84,-22.43,51.8,71,0,14.99
376,Riverton,US,2020-08-21 22:58:02,40.52,-111.94,95.0,17,1,8.05
377,Ormara,PK,2020-08-21 22:58:30,25.21,64.64,83.48,80,100,9.06
378,Laguna,US,2020-08-21 22:56:36,38.42,-121.42,91.4,31,90,3.36
379,Mumbwa,ZM,2020-08-21 22:58:31,-14.98,27.06,63.0,58,48,10.36
380,Portland,US,2020-08-21 22:58:13,45.52,-122.68,77.0,53,90,3.36
381,Asau,RO,2020-08-21 22:58:32,46.43,26.4,63.0,91,1,3.71
382,Basoko,CD,2020-08-21 22:58:32,1.24,23.62,72.46,93,35,2.93
383,Pemba,MZ,2020-08-21 22:55:03,-12.97,40.52,73.4,83,20,12.75
384,Katsuura,JP,2020-08-21 22:58:33,35.13,140.3,87.01,84,20,4.7
385,Guines,FR,2020-08-21 22:58:33,50.87,1.87,68.0,77,75,13.87
386,Stettler,CA,2020-08-21 22:58:33,52.32,-112.72,72.0,60,44,7.0
387,Alekseyevka,RU,2020-08-21 22:58:34,50.63,38.69,57.61,79,100,9.84
388,Altay,CN,2020-08-21 22:58:34,47.87,88.12,54.03,62,95,1.3
389,Katobu,ID,2020-08-21 22:58:35,-4.94,122.53,75.38,80,0,2.84
390,Kabo,CF,2020-08-21 22:58:36,7.7,18.63,73.0,94,90,4.14
391,Terrace,CA,2020-08-21 22:58:36,54.52,-128.6,60.8,87,90,5.82
392,Saint George,US,2020-08-21 22:58:07,37.1,-113.58,106.0,12,1,10.29
393,Raudeberg,NO,2020-08-21 22:58:37,61.99,5.14,62.01,88,93,13.8
394,Waitati,NZ,2020-08-21 22:58:38,-45.75,170.57,52.0,92,67,3.0
395,Marsaxlokk,MT,2020-08-21 22:58:38,35.84,14.54,80.01,73,0,3.36
396,Seagoville,US,2020-08-21 22:57:34,32.64,-96.54,93.99,26,20,5.17
397,Haines Junction,CA,2020-08-21 22:58:39,60.75,-137.51,60.15,70,94,4.56
398,Avera,US,2020-08-21 22:58:40,33.19,-82.53,82.4,74,40,9.17
399,Luderitz,NA,2020-08-21 22:58:40,-26.65,15.16,71.37,20,0,14.72
400,Villa Rica,US,2020-08-21 22:58:40,33.73,-84.92,78.01,88,75,4.92
401,Hambantota,LK,2020-08-21 22:58:41,6.12,81.12,79.61,82,94,11.74
402,Sistranda,NO,2020-08-21 22:53:54,63.73,8.83,68.0,68,75,21.92
403,Sungaipenuh,ID,2020-08-21 22:58:42,-2.08,101.38,63.75,93,89,3.0
404,Puerto Leguizamo,CO,2020-08-21 22:58:43,-0.19,-74.78,75.34,95,28,2.89
405,Mbeya,TZ,2020-08-21 22:58:43,-8.9,33.45,56.71,84,26,8.7
406,Vila Velha,BR,2020-08-21 22:58:44,-20.33,-40.29,69.8,73,75,12.75
407,Maningrida,AU,2020-08-21 22:58:44,-12.07,134.27,71.94,65,0,6.49
408,Yumaguzino,RU,2020-08-21 22:58:44,52.9,56.39,47.98,95,30,3.44
409,La Reforma,MX,2020-08-21 22:58:45,25.08,-108.05,93.99,62,54,10.0
410,Denpasar,ID,2020-08-21 22:58:45,-8.65,115.22,73.4,100,20,4.7
411,Pangody,RU,2020-08-21 22:58:45,65.85,74.49,48.81,89,0,7.23
412,Itarema,BR,2020-08-21 22:58:46,-2.92,-39.92,77.99,84,3,12.53
413,Sinnamary,GF,2020-08-21 22:58:46,5.38,-52.95,79.41,81,0,11.21
414,Chapais,CA,2020-08-21 22:58:46,49.78,-74.85,64.4,39,1,5.82
415,Nome,US,2020-08-21 22:58:47,64.5,-165.41,55.0,81,90,6.93
416,Redmond,US,2020-08-21 22:54:50,47.67,-122.12,68.0,82,91,5.01
417,Pemangkat,ID,2020-08-21 22:58:48,1.17,108.97,78.64,85,81,3.02
418,Uberaba,BR,2020-08-21 22:58:49,-19.75,-47.93,60.82,55,89,11.36
419,Pacific Grove,US,2020-08-21 22:55:29,36.62,-121.92,79.0,64,90,9.17
420,Nelson Bay,AU,2020-08-21 22:58:50,-32.72,152.15,55.99,58,11,23.04
421,Kifri,IQ,2020-08-21 22:58:50,34.7,44.97,84.61,20,0,9.4
422,Jamsa,FI,2020-08-21 22:58:50,61.86,25.19,62.6,72,99,8.05
423,Owando,CG,2020-08-21 22:58:51,-0.48,15.9,72.39,94,80,2.01
424,Mugan,CN,2020-08-21 22:58:51,35.94,101.38,55.45,78,88,4.14
425,Akyab,MM,2020-08-21 22:58:51,20.15,92.9,79.52,85,100,3.29
426,Fairbanks,US,2020-08-21 22:57:30,64.84,-147.72,60.8,72,20,2.33
427,Dzaoudzi,YT,2020-08-21 22:58:52,-12.79,45.27,73.4,73,17,4.7
428,Batagay-Alyta,RU,2020-08-21 22:58:52,67.8,130.41,37.35,78,97,5.61
429,Trincomalee,LK,2020-08-21 22:58:53,8.57,81.23,78.89,81,77,11.16
430,Yate,GB,2020-08-21 22:58:53,51.54,-2.42,61.0,90,14,4.0
431,Miandoab,IR,2020-08-21 22:58:54,36.97,46.1,66.06,27,0,7.11
432,Poya,NC,2020-08-21 22:58:54,-21.35,165.15,76.23,59,0,0.87
433,Petropavlovsk-Kamchatskiy,RU,2020-08-21 22:58:56,53.05,158.65,57.2,71,20,6.71
434,Ihosy,MG,2020-08-21 22:58:56,-22.4,46.12,59.9,87,34,7.78
435,Sovetskaya Gavan,RU,2020-08-21 22:58:56,48.97,140.29,67.37,64,75,3.09
436,Aleysk,RU,2020-08-21 22:58:57,52.49,82.78,55.38,61,87,8.95
437,Banda Aceh,ID,2020-08-21 22:58:57,5.56,95.32,79.36,79,100,2.28
438,Westport,US,2020-08-21 22:55:05,41.14,-73.36,80.01,72,71,11.25
439,Mount Isa,AU,2020-08-21 22:58:58,-20.73,139.5,66.2,25,44,9.17
440,Souillac,MU,2020-08-21 22:58:58,-20.52,57.52,69.8,73,40,8.05
441,Guarapari,BR,2020-08-21 22:58:59,-20.67,-40.5,69.8,73,75,12.75
442,Yomou,GN,2020-08-21 22:58:59,7.56,-9.27,70.83,96,100,5.08
443,Koroni,GR,2020-08-21 22:59:00,36.8,21.95,78.01,78,0,4.7
444,Manicore,BR,2020-08-21 22:59:00,-5.81,-61.3,85.5,41,22,3.51
445,Qiongshan,CN,2020-08-21 22:59:01,20.01,110.35,77.0,100,74,4.45
446,Hirara,JP,2020-08-21 22:59:02,24.8,125.28,80.6,94,75,11.41
447,Hearst,CA,2020-08-21 22:59:02,49.68,-83.67,74.28,54,68,5.01
448,Krasnoselkup,RU,2020-08-21 22:59:02,65.7,82.47,49.95,86,20,11.18
449,Pangkalanbuun,ID,2020-08-21 22:59:03,-2.68,111.62,75.04,97,99,2.71
450,Teahupoo,PF,2020-08-21 22:59:03,-17.83,-149.27,82.4,65,75,6.93
451,Suntar,RU,2020-08-21 22:59:03,62.14,117.63,49.6,60,42,2.26
452,Balakirevo,RU,2020-08-21 22:59:03,56.51,38.84,52.16,93,0,6.08
453,Lima,PE,2020-08-21 22:58:06,-12.04,-77.03,60.8,82,90,4.7
454,Margate,GB,2020-08-21 22:59:05,51.38,1.39,66.0,73,0,4.0
455,Formosa Do Rio Preto,BR,2020-08-21 22:59:05,-11.05,-45.19,77.4,30,83,3.06
456,Kankaanpaa,FI,2020-08-21 22:59:06,61.8,22.42,64.4,82,99,6.93
457,Schruns,AT,2020-08-21 22:59:06,47.07,9.95,75.0,80,4,1.95
458,Balikpapan,ID,2020-08-21 22:59:06,-1.27,116.83,77.0,100,20,4.7
459,Fort Saint James,CA,2020-08-21 22:59:07,54.43,-124.25,59.85,89,99,3.94
460,Manokwari,ID,2020-08-21 22:59:07,-0.87,134.08,81.72,69,89,0.94
461,Manggar,ID,2020-08-21 22:59:07,-2.88,108.27,80.74,84,100,10.8
462,Yerofey Pavlovich,RU,2020-08-21 22:59:08,53.97,121.97,58.84,90,83,1.61
463,Sena Madureira,BR,2020-08-21 22:59:08,-9.07,-68.66,64.94,51,71,4.72
464,Verkhnevilyuysk,RU,2020-08-21 22:59:08,63.45,120.32,48.9,55,0,2.37
465,Wau,SS,2020-08-21 22:59:09,7.7,28.0,72.12,94,56,1.39
466,Ciudad Bolivar,VE,2020-08-21 22:55:53,8.12,-63.55,81.07,79,87,8.08
467,Yarmouth,US,2020-08-21 22:59:11,41.71,-70.23,75.0,73,73,1.01
468,Aksu,CN,2020-08-21 22:59:12,41.12,80.26,69.37,50,1,7.11
469,Kultuk,RU,2020-08-21 22:59:12,51.72,103.7,56.59,83,78,3.18
470,Daur,PK,2020-08-21 22:59:12,26.46,68.32,86.0,84,40,4.7
471,Kadoma,JP,2020-08-21 22:59:13,34.73,135.58,87.01,74,20,8.05
472,Ouesso,CG,2020-08-21 22:59:13,1.61,16.05,73.36,88,77,1.92
473,Yakeshi,CN,2020-08-21 22:59:14,49.28,120.73,59.36,69,100,3.47
474,Los Llanos De Aridane,ES,2020-08-21 22:59:14,28.66,-17.92,81.0,83,0,13.87
475,Hamada,JP,2020-08-21 22:59:15,34.88,132.08,82.99,31,8,1.01
476,Hyeres,FR,2020-08-21 22:59:15,43.12,6.12,75.99,94,0,2.24
477,Egvekinot,RU,2020-08-21 22:59:16,66.32,-179.17,46.0,96,100,6.17
478,Dukat,RU,2020-08-21 22:59:17,62.55,155.55,35.62,94,100,5.12
479,Petauke,ZM,2020-08-21 22:59:18,-14.24,31.33,63.72,71,46,13.56
480,Daram,PH,2020-08-21 22:59:18,11.63,124.79,81.03,81,79,7.0
481,Pandamatenga,BW,2020-08-21 22:59:18,-18.53,25.63,60.82,69,33,4.63
482,Beaufort,MY,2020-08-21 22:59:19,5.35,115.75,77.0,100,20,2.71
483,Meadow Lake,US,2020-08-21 22:59:19,34.8,-106.54,97.0,11,20,4.7
484,Coruripe,BR,2020-08-21 22:57:43,-10.13,-36.18,73.26,87,95,7.25
485,Beringovskiy,RU,2020-08-21 22:59:20,63.05,179.32,51.73,93,100,17.83
486,Trebic,CZ,2020-08-21 22:59:20,49.21,15.88,71.6,73,0,8.05
487,Eureka,US,2020-08-21 22:57:13,40.8,-124.16,79.0,73,21,1.99
488,Yaan,NG,2020-08-21 22:59:21,7.38,8.57,70.72,98,93,4.79
489,Lakes Entrance,AU,2020-08-21 22:59:22,-37.88,147.98,48.99,61,28,1.99
490,Monteria,CO,2020-08-21 22:59:22,8.75,-75.88,87.8,66,40,6.93
491,Rajkot,IN,2020-08-21 22:56:13,22.3,70.78,78.28,91,99,8.25
492,Santa Cruz,BO,2020-08-21 22:57:51,-17.8,-63.17,53.6,62,90,6.93
493,Conceicao Da Barra,BR,2020-08-21 22:59:24,-18.59,-39.73,69.67,81,17,10.8
494,Selfoss,IS,2020-08-21 22:59:24,63.93,-21.0,46.99,85,0,3.0
495,Udachnyy,RU,2020-08-21 22:59:24,66.42,112.4,46.4,65,90,6.71
496,Pozo Colorado,PY,2020-08-21 22:59:25,-23.49,-58.8,48.16,52,0,4.65
497,Waingapu,ID,2020-08-21 22:59:25,-9.66,120.26,75.4,79,2,6.91
498,Vestmanna,FO,2020-08-21 22:59:25,62.16,-7.17,50.0,100,77,20.8
499,Makakilo City,US,2020-08-21 22:55:22,21.35,-158.09,87.8,48,75,6.93
500,Uruzgan,AF,2020-08-21 22:59:26,32.83,66.0,65.93,20,0,4.97
501,Likasi,CD,2020-08-21 22:59:27,-10.98,26.73,71.62,37,99,5.53
502,Hammond,US,2020-08-21 22:59:27,41.58,-87.5,84.99,42,1,5.82
503,Tomatlan,MX,2020-08-21 22:59:27,19.93,-105.25,85.08,70,68,6.91
504,Madimba,TZ,2020-08-21 22:59:28,-10.4,40.33,69.8,100,20,11.41
505,Sisimiut,GL,2020-08-21 22:59:28,66.94,-53.67,48.42,76,36,2.46
506,Bubaque,GW,2020-08-21 22:59:28,11.28,-15.83,79.9,83,97,16.31
507,Boyolangu,ID,2020-08-21 22:59:28,-8.12,111.89,73.22,91,84,1.03
508,Deputatskiy,RU,2020-08-21 22:59:29,69.3,139.9,32.77,94,100,6.53
509,Santa Rosa,PH,2020-08-21 22:59:29,14.31,121.11,80.01,94,48,2.24
510,Kampot,KH,2020-08-21 22:59:29,10.62,104.18,82.4,78,20,8.05
511,Qasigiannguit,GL,2020-08-21 22:59:30,68.82,-51.19,48.2,45,45,2.24
512,Iranshahr,IR,2020-08-21 22:59:31,27.2,60.68,89.53,43,17,5.73
513,Bilibino,RU,2020-08-21 22:59:31,68.05,166.44,41.38,82,100,8.25
514,Nouadhibou,MR,2020-08-21 22:55:20,20.93,-17.03,77.0,78,91,11.41
515,Alim,PH,2020-08-21 22:59:32,9.56,122.49,81.12,72,51,3.09
516,Karoi,ZW,2020-08-21 22:59:32,-16.81,29.69,57.67,77,25,10.02
517,Trinidad,BO,2020-08-21 22:59:33,-14.83,-64.9,56.16,45,100,9.48
518,Barcelos,PT,2020-08-21 22:54:46,41.54,-8.62,66.0,93,0,2.24
519,Gat,IL,2020-08-21 22:59:33,31.61,34.76,78.01,79,1,3.44
520,Hokitika,NZ,2020-08-21 22:59:34,-42.72,170.97,53.91,84,91,5.01
521,Natal,BR,2020-08-21 22:59:34,-5.79,-35.21,77.0,83,20,10.29
522,Lasa,IT,2020-08-21 22:59:34,46.62,10.7,64.4,88,20,1.12
523,Olivenza,ES,2020-08-21 22:59:35,38.68,-7.1,72.0,59,0,5.59
524,Disna,BY,2020-08-21 22:57:06,55.57,28.2,51.98,97,58,5.57
525,Fare,PF,2020-08-21 22:59:36,-16.7,-151.02,77.72,79,2,24.18
526,Bonthe,SL,2020-08-21 22:59:36,7.53,-12.51,77.31,83,90,9.24
527,Batticaloa,LK,2020-08-21 22:59:36,7.71,81.69,77.22,86,51,2.39
528,Berlevag,NO,2020-08-21 22:59:37,70.86,29.09,57.2,87,75,10.29
529,Biloela,AU,2020-08-21 22:59:37,-24.42,150.5,63.46,34,0,8.48
530,Joshimath,IN,2020-08-21 22:59:37,30.57,79.57,63.21,57,87,0.87
531,Pushkar,IN,2020-08-21 22:59:37,26.5,74.55,77.97,84,19,6.42
532,Sao Gabriel Da Cachoeira,BR,2020-08-21 22:59:38,-0.13,-67.09,83.21,61,74,1.54
533,Marica,BR,2020-08-21 22:59:38,-22.92,-42.82,62.6,93,90,9.17
534,Vardo,NO,2020-08-21 22:59:39,70.37,31.11,53.6,100,75,6.93
535,Plouzane,FR,2020-08-21 22:59:39,48.38,-4.62,62.6,93,90,16.11
536,Belaya Gora,RU,2020-08-21 22:59:40,68.53,146.42,40.46,80,99,5.55
537,Bandarbeyla,SO,2020-08-21 22:59:40,9.49,50.81,76.05,79,99,30.67
538,Aksha,RU,2020-08-21 22:59:41,50.28,113.29,63.36,82,100,1.74
539,Orativ,UA,2020-08-21 22:59:41,49.19,29.53,63.54,90,0,8.37
540,Tilichiki,RU,2020-08-21 22:59:41,60.47,166.1,52.65,81,95,6.08
541,Brae,GB,2020-08-21 22:59:42,60.4,-1.35,55.4,100,72,5.82
542,Aginskoye,RU,2020-08-21 22:59:43,51.1,114.53,64.4,81,98,2.75
543,Diu,IN,2020-08-21 22:59:43,20.71,70.98,81.0,87,100,13.82
544,Riyadh,SA,2020-08-21 22:59:43,24.69,46.72,87.8,23,57,2.24
545,Nerang,AU,2020-08-21 22:59:43,-27.98,153.33,64.99,48,100,4.0
546,Nanakuli,US,2020-08-21 22:59:44,21.39,-158.15,87.8,48,75,6.93
547,Grandola,PT,2020-08-21 22:59:44,38.18,-8.57,64.99,86,29,7.0
548,Sosua,DO,2020-08-21 22:56:20,19.77,-70.52,86.0,79,40,18.34
549,La Peca,PE,2020-08-21 22:59:45,-5.61,-78.44,73.67,73,83,4.41
550,Jiazi,CN,2020-08-21 22:59:45,22.88,116.07,80.49,83,97,1.9
551,Quba,AZ,2020-08-21 22:59:46,41.36,48.52,66.67,54,57,7.07
552,Coquimbo,CL,2020-08-21 22:59:46,-29.95,-71.34,51.8,81,0,10.29
553,Bom Jesus,BR,2020-08-21 22:59:47,-9.07,-44.36,83.57,27,48,2.98
554,Ayame,CI,2020-08-21 22:59:47,5.61,-3.16,73.33,91,61,5.32
555,Husavik,IS,2020-08-21 22:59:47,66.04,-17.34,44.6,87,20,9.17
556,Kaduna,NG,2020-08-21 22:59:48,10.52,7.44,68.49,92,100,2.62
557,Amapa,BR,2020-08-21 22:59:48,1.0,-52.0,82.11,60,81,2.51
558,Half Moon Bay,US,2020-08-21 22:59:48,37.46,-122.43,86.0,82,90,12.46
559,Ginda,IN,2020-08-21 22:59:48,30.69,78.49,62.28,76,70,3.76
560,Harper,LR,2020-08-21 22:59:49,4.38,-7.72,75.51,84,93,8.79
561,Kuzhithurai,IN,2020-08-21 22:59:49,8.32,77.18,80.6,94,20,3.36
562,Andenes,NO,2020-08-21 22:59:50,69.31,16.12,50.0,93,65,4.7
563,Mashhad,IR,2020-08-21 22:59:50,36.3,59.61,71.6,28,0,6.93
564,Athabasca,CA,2020-08-21 22:59:51,54.72,-113.29,70.21,53,99,13.33
565,Calabozo,VE,2020-08-21 22:55:59,8.92,-67.43,74.89,95,100,6.02
